Frequency,ADS,,Theory,,HFSS
8280000000,-3.724204101,,-2.510145163,,-4.294469633
8300000000,-3.519193346,,-2.348363969,,-4.117687486
8320000000,-3.328905377,,-2.199863286,,-3.952145819
8340000000,-3.151805227,,-2.063183297,,-3.796724711
8360000000,-2.986573604,,-1.937072678,,-3.650451894
8380000000,-2.832071316,,-1.820453588,,-3.512479729
8400000000,-2.687310382,,-1.712393299,,-3.382066327
8420000000,-2.551430396,,-1.612081036,,-3.258559958
8440000000,-2.423679091,,-1.518808995,,-3.141386108
8460000000,-2.303396241,,-1.431956682,,-3.030036673
8480000000,-2.19000027,,-1.350977938,,-2.924060886
8500000000,-2.082977046,,-1.275390133,,-2.823057657
8520000000,-1.981870468,,-1.20476514,,-2.726669094
8540000000,-1.886274515,,-1.138721743,,-2.634574975
8560000000,-1.795826503,,-1.076919244,,-2.546488033
8580000000,-1.71020135,,-1.019052056,,-2.462149905
8600000000,-1.629106669,,-0.964845108,,-2.381327646
8620000000,-1.552278574,,-0.914049931,,-2.30381072
8640000000,-1.479478058,,-0.866441319,,-2.229408382
8660000000,-1.41048788,,-0.821814456,,-2.157947411
8680000000,-1.345109868,,-0.779982463,,-2.08927013
8700000000,-1.283162586,,-0.740774269,,-2.023232673
8720000000,-1.224479299,,-0.704032786,,-1.959703463
8740000000,-1.168906209,,-0.669613318,,-1.898561882
8760000000,-1.116300917,,-0.637382188,,-1.839697093
8780000000,-1.066531075,,-0.607215544,,-1.783007001
8800000000,-1.019473216,,-0.578998316,,-1.728397338
8820000000,-0.975011722,,-0.552623307,,-1.675780846
8840000000,-0.93303793,,-0.527990404,,-1.625076556
8860000000,-0.893449344,,-0.505005881,,-1.576209148
8880000000,-0.856148947,,-0.483581789,,-1.529108378
8900000000,-0.8210446,,-0.463635429,,-1.48370857
8920000000,-0.78804852,,-0.445088873,,-1.439948162
8940000000,-0.757076814,,-0.427868561,,-1.397769302
8960000000,-0.728049087,,-0.411904931,,-1.357117482
8980000000,-0.700888093,,-0.397132101,,-1.317941221
9000000000,-0.675519431,,-0.383487586,,-1.280191771
9020000000,-0.651871286,,-0.370912045,,-1.243822862
9040000000,-0.629874205,,-0.359349063,,-1.20879047
9060000000,-0.609460904,,-0.348744953,,-1.175052609
