fre,l6=16mm,l6=17mm,l6=18mm,,l6=16mm,l6=17mm,l6=18mm,,,l6=16mm,l6=17mm,l6=18mm
Frequency,GD,GD,GD,,GD(ns),GD(ns),GD(ns),,Frequency,Angle,Angle,Angle
15.4,1.41E-10,1.37E-10,1.40E-10,,0.141,0.137,0.14,,15.325,179.4694658,175.7068144,175.1764431
15.425,1.41E-10,1.36E-10,1.39E-10,,0.141,0.136,0.139,,15.35,178.1786846,174.4634969,173.9097686
15.45,1.40E-10,1.36E-10,1.39E-10,,0.14,0.136,0.139,,15.375,176.8953387,173.2255626,172.6469149
15.475,1.40E-10,1.35E-10,1.39E-10,,0.14,0.135,0.139,,15.4,175.6189619,171.9925781,171.3874282
15.5,1.39E-10,1.35E-10,1.39E-10,,0.139,0.135,0.139,,15.425,174.3490923,170.7641147,170.1308692
15.525,1.38E-10,1.35E-10,1.39E-10,,0.138,0.135,0.139,,15.45,173.0852721,169.5397479,168.8768111
15.55,1.38E-10,1.35E-10,1.39E-10,,0.138,0.135,0.139,,15.475,171.8270467,168.319057,167.624839
15.575,1.38E-10,1.34E-10,1.39E-10,,0.138,0.134,0.139,,15.5,170.5739649,167.1016244,166.3745481
15.6,1.37E-10,1.34E-10,1.39E-10,,0.137,0.134,0.139,,15.525,169.325578,165.887035,165.1255431
15.625,1.37E-10,1.34E-10,1.39E-10,,0.137,0.134,0.139,,15.55,168.0814396,164.6748759,163.8774365
15.65,1.37E-10,1.34E-10,1.39E-10,,0.137,0.134,0.139,,15.575,166.8411051,163.4647355,162.6298475
15.675,1.37E-10,1.34E-10,1.39E-10,,0.137,0.134,0.139,,15.6,165.6041308,162.2562028,161.382401
15.7,1.36E-10,1.34E-10,1.39E-10,,0.136,0.134,0.139,,15.625,164.3700741,161.0488673,160.1347263
15.725,1.36E-10,1.34E-10,1.39E-10,,0.136,0.134,0.139,,15.65,163.1384923,159.8423179,158.886456
15.75,1.36E-10,1.34E-10,1.40E-10,,0.136,0.134,0.14,,15.675,161.9089424,158.6361422,157.6372247
15.775,1.36E-10,1.34E-10,1.40E-10,,0.136,0.134,0.14,,15.7,160.6809802,157.4299266,156.3866681
15.8,1.36E-10,1.35E-10,1.40E-10,,0.136,0.135,0.14,,15.725,159.4541601,156.2232545,155.1344219
15.825,1.36E-10,1.35E-10,1.40E-10,,0.136,0.135,0.14,,15.75,158.2280345,155.0157068,153.8801205
15.85,1.37E-10,1.35E-10,1.41E-10,,0.137,0.135,0.141,,15.775,157.0021527,153.8068604,152.6233961
15.875,1.37E-10,1.36E-10,1.41E-10,,0.137,0.136,0.141,,15.8,155.7760608,152.5962882,151.3638776
15.9,1.37E-10,1.36E-10,1.42E-10,,0.137,0.136,0.142,,15.825,154.549301,151.3835577,150.1011894
15.925,1.37E-10,1.36E-10,1.42E-10,,0.137,0.136,0.142,,15.85,153.3214108,150.1682311,148.8349507
15.95,1.38E-10,1.37E-10,1.43E-10,,0.138,0.137,0.143,,15.875,152.0919225,148.9498642,147.5647744
15.975,1.38E-10,1.38E-10,1.44E-10,,0.138,0.138,0.144,,15.9,150.8603625,147.7280058,146.2902661
16,1.39E-10,1.38E-10,1.44E-10,,0.139,0.138,0.144,,15.925,149.626251,146.5021973,145.0110229
16.025,1.39E-10,1.39E-10,1.45E-10,,0.139,0.139,0.145,,15.95,148.3891008,145.2719716,143.7266332
16.05,1.40E-10,1.40E-10,1.46E-10,,0.14,0.14,0.146,,15.975,147.1484171,144.0368529,142.4366752
16.075,1.40E-10,1.40E-10,1.47E-10,,0.14,0.14,0.147,,16,145.9036971,142.7963561,141.1407163
16.1,1.41E-10,1.41E-10,1.48E-10,,0.141,0.141,0.148,,16.025,144.6544287,141.5499857,139.8383124
16.125,1.42E-10,1.42E-10,1.49E-10,,0.142,0.142,0.149,,16.05,143.4000906,140.2972357,138.5290071
16.15,1.43E-10,1.43E-10,1.50E-10,,0.143,0.143,0.15,,16.075,142.1401514,139.0375889,137.2123312
16.175,1.44E-10,1.44E-10,1.51E-10,,0.144,0.144,0.151,,16.1,140.8740691,137.7705163,135.8878018
16.2,1.45E-10,1.45E-10,1.52E-10,,0.145,0.145,0.152,,16.125,139.6012907,136.4954768,134.5549219
16.225,1.46E-10,1.46E-10,1.53E-10,,0.146,0.146,0.153,,16.15,138.3212516,135.2119165,133.2131802
16.25,1.47E-10,1.48E-10,1.54E-10,,0.147,0.148,0.154,,16.175,137.0333753,133.9192686,131.8620503
16.275,1.48E-10,1.49E-10,1.56E-10,,0.148,0.149,0.156,,16.2,135.7370728,132.6169526,130.5009907
16.3,1.49E-10,1.50E-10,1.57E-10,,0.149,0.15,0.157,,16.225,134.4317425,131.3043747,129.1294448
16.325,1.50E-10,1.52E-10,1.58E-10,,0.15,0.152,0.158,,16.25,133.1167698,129.980927,127.7468404
16.35,1.52E-10,1.53E-10,1.60E-10,,0.152,0.153,0.16,,16.275,131.7915271,128.6459879,126.35259
16.375,1.53E-10,1.55E-10,1.62E-10,,0.153,0.155,0.162,,16.3,130.4553736,127.2989216,124.9460913
16.4,1.55E-10,1.57E-10,1.63E-10,,0.155,0.157,0.163,,16.325,129.1076551,125.939079,123.5267272
16.425,1.56E-10,1.58E-10,1.65E-10,,0.156,0.158,0.165,,16.35,127.7477046,124.5657973,122.0938665
16.45,1.58E-10,1.60E-10,1.67E-10,,0.158,0.16,0.167,,16.375,126.3748425,123.1784007,120.6468648
16.475,1.60E-10,1.62E-10,1.69E-10,,0.16,0.162,0.169,,16.4,124.9883767,121.7762013,119.1850654
16.5,1.62E-10,1.64E-10,1.71E-10,,0.162,0.164,0.171,,16.425,123.5876037,120.3584999,117.7078004
16.525,1.64E-10,1.66E-10,1.73E-10,,0.164,0.166,0.173,,16.45,122.1718095,118.9245868,116.2143924
16.55,1.66E-10,1.68E-10,1.75E-10,,0.166,0.168,0.175,,16.475,120.7402701,117.4737435,114.7041562
16.575,1.68E-10,1.71E-10,1.77E-10,,0.168,0.171,0.177,,16.5,119.2922538,116.0052445,113.1764006
16.6,1.70E-10,1.73E-10,1.79E-10,,0.17,0.173,0.179,,16.525,117.8270222,114.518359,111.6304314
16.625,1.72E-10,1.75E-10,1.82E-10,,0.172,0.175,0.182,,16.55,116.3438325,113.0123537,110.0655534
16.65,1.75E-10,1.78E-10,1.84E-10,,0.175,0.178,0.184,,16.575,114.8419401,111.4864953,108.4810743
16.675,1.77E-10,1.80E-10,1.87E-10,,0.177,0.18,0.187,,16.6,113.320601,109.9400539,106.8763077
16.7,1.80E-10,1.83E-10,1.89E-10,,0.18,0.183,0.189,,16.625,111.7790754,108.372307,105.250577
16.725,1.82E-10,1.86E-10,1.92E-10,,0.182,0.186,0.192,,16.65,110.2166316,106.7825433,103.6032204
16.75,1.85E-10,1.89E-10,1.95E-10,,0.185,0.189,0.195,,16.675,108.6325499,105.1700678,101.9335951
16.775,1.88E-10,1.91E-10,1.97E-10,,0.188,0.191,0.197,,16.7,107.0261277,103.5342074,100.2410827
16.8,1.91E-10,1.94E-10,2.00E-10,,0.191,0.194,0.2,,16.725,105.396685,101.8743164,98.52509511
16.825,1.93E-10,1.97E-10,2.03E-10,,0.193,0.197,0.203,,16.75,103.7435705,100.1897838,96.78508058
16.85,1.96E-10,2.00E-10,2.06E-10,,0.196,0.2,0.206,,16.775,102.066168,98.4800399,95.02053022
16.875,1.99E-10,2.03E-10,2.09E-10,,0.199,0.203,0.209,,16.8,100.3639043,96.74456474,93.23098489
16.9,2.02E-10,2.06E-10,2.12E-10,,0.202,0.206,0.212,,16.825,98.63625671,94.98289625,91.41604241
16.925,2.05E-10,2.09E-10,2.15E-10,,0.205,0.209,0.215,,16.85,96.882762,93.19463946,89.57536498
16.95,2.08E-10,2.12E-10,2.18E-10,,0.208,0.212,0.218,,16.875,95.10302551,91.37947599,87.70868672
16.975,2.11E-10,2.15E-10,2.21E-10,,0.211,0.215,0.221,,16.9,93.29673094,89.53717401,85.81582116
17,2.14E-10,2.18E-10,2.23E-10,,0.214,0.218,0.223,,16.925,91.46365051,87.66759852,83.89666868
17.025,2.17E-10,2.21E-10,2.26E-10,,0.217,0.221,0.226,,16.95,89.6036555,85.7707217,81.9512236
17.05,2.20E-10,2.24E-10,2.29E-10,,0.22,0.224,0.229,,16.975,87.71672691,83.84663328,79.97958068
17.075,2.23E-10,2.27E-10,2.32E-10,,0.223,0.227,0.232,,17,85.8029662,81.89555066,77.98194106
17.1,2.25E-10,2.30E-10,2.34E-10,,0.225,0.23,0.234,,17.025,83.86260572,79.91782855,75.95861713
17.125,2.28E-10,2.32E-10,2.37E-10,,0.228,0.232,0.237,,17.05,81.89601878,77.9139678,73.91003618
17.15,2.31E-10,2.35E-10,2.39E-10,,0.231,0.235,0.239,,17.075,79.90372889,75.88462327,71.83674271
17.175,2.33E-10,2.37E-10,2.42E-10,,0.233,0.237,0.242,,17.1,77.8864181,73.83061026,69.73939889
17.2,2.35E-10,2.39E-10,2.44E-10,,0.235,0.239,0.244,,17.125,75.84493381,71.75290929,67.61878307
17.225,2.37E-10,2.41E-10,2.46E-10,,0.237,0.241,0.246,,17.15,73.78029409,69.65266892,65.47578608
17.25,2.39E-10,2.43E-10,2.48E-10,,0.239,0.243,0.248,,17.175,71.69369092,67.53120627,63.31140505
17.275,2.41E-10,2.44E-10,2.50E-10,,0.241,0.244,0.25,,17.2,69.58649107,65.39000492,61.12673459
17.3,2.42E-10,2.45E-10,2.51E-10,,0.242,0.245,0.251,,17.225,67.46023457,63.23071021,58.92295515
17.325,2.43E-10,2.46E-10,2.53E-10,,0.243,0.246,0.253,,17.25,65.31663023,61.05512151,56.70131846
17.35,2.44E-10,2.47E-10,2.54E-10,,0.244,0.247,0.254,,17.275,63.15754829,58.86518157,54.46312997
17.375,2.45E-10,2.47E-10,2.55E-10,,0.245,0.247,0.255,,17.3,60.9850101,56.66296295,52.20972832
17.4,2.45E-10,2.48E-10,2.56E-10,,0.245,0.248,0.256,,17.325,58.80117469,54.45065161,49.94246177
17.425,2.45E-10,2.48E-10,2.57E-10,,0.245,0.248,0.257,,17.35,56.60832256,52.23052791,47.66266172
17.45,2.45E-10,2.47E-10,2.58E-10,,0.245,0.247,0.258,,17.375,54.40883682,50.00494535,45.37161332
17.475,2.44E-10,2.47E-10,2.59E-10,,0.244,0.247,0.259,,17.4,52.20518198,47.77630747,43.07052321
17.5,2.43E-10,2.46E-10,2.59E-10,,0.243,0.246,0.259,,17.425,49.9998809,45.54704337,40.76048454
17.525,2.42E-10,2.45E-10,2.60E-10,,0.242,0.245,0.26,,17.45,47.79549031,43.31958239,38.44243898
17.55,2.41E-10,2.43E-10,2.61E-10,,0.241,0.243,0.261,,17.475,45.5945756,41.09632861,36.1171357
17.575,2.39E-10,2.42E-10,2.62E-10,,0.239,0.242,0.262,,17.5,43.39968535,38.87963561,33.78508698
17.6,2.38E-10,2.40E-10,2.63E-10,,0.238,0.24,0.263,,17.525,41.21332626,36.67178223,31.44651978
17.625,2.35E-10,2.38E-10,2.64E-10,,0.235,0.238,0.264,,17.55,39.03793911,34.47494966,29.10132244
17.65,2.33E-10,2.36E-10,2.65E-10,,0.233,0.236,0.265,,17.575,36.87587629,32.29120045,26.74898535
17.675,2.31E-10,2.34E-10,2.67E-10,,0.231,0.234,0.267,,17.6,34.72938126,30.12245977,24.38853371
17.7,2.28E-10,2.31E-10,2.70E-10,,0.228,0.231,0.27,,17.625,32.60057058,27.97049916,22.01845014
17.725,2.25E-10,2.29E-10,2.73E-10,,0.225,0.229,0.273,,17.65,30.49141853,25.83692294,19.63658389
17.75,2.22E-10,2.26E-10,2.76E-10,,0.222,0.226,0.276,,17.675,28.40374478,23.72315736,17.24004257
17.775,2.19E-10,2.24E-10,2.81E-10,,0.219,0.224,0.281,,17.7,26.33920497,21.63044245,14.82506076
17.8,2.16E-10,2.21E-10,2.87E-10,,0.216,0.221,0.287,,17.725,24.2992843,19.55982637,12.38683831
17.825,2.13E-10,2.18E-10,2.94E-10,,0.213,0.218,0.294,,17.75,22.28529411,17.51216218,9.919338768
17.85,2.10E-10,2.15E-10,3.03E-10,,0.21,0.215,0.303,,17.775,20.29837106,15.48810654,7.415035138
17.875,2.06E-10,2.13E-10,3.14E-10,,0.206,0.213,0.314,,17.8,18.33947888,13.48812022,4.86458661
17.9,2.03E-10,2.10E-10,3.28E-10,,0.203,0.21,0.328,,17.825,16.40941225,11.51246991,2.256424189
17.925,1.99E-10,2.08E-10,3.45E-10,,0.199,0.208,0.345,,17.85,14.50880263,9.561230899,-0.423783136
17.95,1.96E-10,2.05E-10,3.67E-10,,0.196,0.205,0.367,,17.875,12.63812561,7.634290376,-3.193818246
17.975,1.93E-10,2.03E-10,3.94E-10,,0.193,0.203,0.394,,17.9,10.79770951,5.731350656,-6.075807163
18,1.89E-10,2.00E-10,4.28E-10,,0.189,0.2,0.428,,17.925,8.987744892,3.851932115,-9.097364476
18.025,1.86E-10,1.98E-10,4.70E-10,,0.186,0.198,0.47,,17.95,7.208294738,1.995375237,-12.29304554
18.05,1.83E-10,1.96E-10,5.22E-10,,0.183,0.196,0.522,,17.975,5.459304948,0.160841351,-15.7061355
18.075,1.79E-10,1.95E-10,5.85E-10,,0.179,0.195,0.585,,18,3.740615007,-1.652688453,-19.39072662
18.1,1.76E-10,1.93E-10,6.58E-10,,0.176,0.193,0.658,,18.025,2.051968564,-3.446416784,-23.41382688
18.125,1.73E-10,1.92E-10,7.37E-10,,0.173,0.192,0.737,,18.05,0.393023779,-5.221736378,-27.85675403
18.15,1.70E-10,1.91E-10,8.11E-10,,0.17,0.191,0.811,,18.075,-1.236636708,-6.980240208,-32.81401766
18.175,1.67E-10,1.90E-10,8.58E-10,,0.167,0.19,0.858,,18.1,-2.837496288,-8.723736092,-38.38585015
18.2,1.64E-10,1.90E-10,8.45E-10,,0.164,0.19,0.845,,18.125,-4.410095452,-10.45426683,-44.65719702
18.225,1.61E-10,1.90E-10,7.31E-10,,0.161,0.19,0.731,,18.15,-5.955023478,-12.17413709,-51.65227939
18.25,1.59E-10,1.90E-10,4.70E-10,,0.159,0.19,0.47,,18.175,-7.472910764,-13.8859487,-59.25476526
18.275,1.56E-10,1.91E-10,6.17E-12,,0.156,0.191,0.00617,,18.2,-8.964421828,-15.59264627,-67.0993065
18.3,1.54E-10,1.93E-10,-7.02E-10,,0.154,0.193,-0.702,,18.225,-10.43024897,-17.29757599,-74.47189106
18.325,1.51E-10,1.95E-10,-1.50E-09,,0.151,0.195,-1.5,,18.25,-11.8711066,-19.00456081,-80.26175872
18.35,1.49E-10,1.98E-10,-1.88E-09,,0.149,0.198,-1.88,,18.275,-13.2877262,-20.7179969,-82.92562947
18.375,1.46E-10,2.02E-10,-1.55E-09,,0.146,0.202,-1.55,,18.3,-14.68085188,-22.4429773,-80.37288443
18.4,1.44E-10,2.08E-10,-9.44E-10,,0.144,0.208,-0.944,,18.325,-16.05123655,-24.18545115,-70.28944222
18.425,1.42E-10,2.15E-10,-4.82E-10,,0.142,0.215,-0.482,,18.35,-17.39963866,-25.95242954,-53.29786487
18.45,1.40E-10,2.24E-10,-2.10E-10,,0.14,0.224,-0.21,,18.375,-18.72681938,-27.75225334,-36.46517249
18.475,1.38E-10,2.35E-10,-5.89E-11,,0.138,0.235,-0.0589,,18.4,-20.0335404,-29.59494357,-25.38288483
18.5,1.36E-10,2.49E-10,2.66E-11,,0.136,0.249,0.0266,,18.425,-21.32056204,-31.49266303,-19.4791003
18.525,1.34E-10,2.66E-10,7.60E-11,,0.134,0.266,0.076,,18.45,-22.58864196,-33.46032816,-16.71148489
18.55,1.32E-10,2.89E-10,1.05E-10,,0.132,0.289,0.105,,18.475,-23.83853413,-35.51642468,-15.69194225
18.575,1.31E-10,3.17E-10,1.22E-10,,0.131,0.317,0.122,,18.5,-25.07098828,-37.68409873,-15.6513647
18.6,1.29E-10,3.54E-10,1.32E-10,,0.129,0.354,0.132,,18.525,-26.28674974,-39.9926173,-16.1715417
18.625,1.28E-10,4.00E-10,1.37E-10,,0.128,0.4,0.137,,18.55,-27.48655955,-42.47931095,-17.01924484
18.65,1.26E-10,4.59E-10,1.40E-10,,0.126,0.459,0.14,,18.575,-28.67115506,-45.19211332,-18.06001336
18.675,1.25E-10,5.31E-10,1.41E-10,,0.125,0.531,0.141,,18.6,-29.84127078,-48.19274655,-19.21388698
18.7,1.24E-10,6.17E-10,1.41E-10,,0.124,0.617,0.141,,18.625,-30.99763972,-51.56035104,-20.4320639
18.725,1.23E-10,7.08E-10,1.40E-10,,0.123,0.708,0.14,,18.65,-32.14099505,-55.3946324,-21.68414951
18.75,1.22E-10,7.83E-10,1.39E-10,,0.122,0.783,0.139,,18.675,-33.27207226,-59.81575725,-22.95094115
18.775,1.21E-10,8.02E-10,1.37E-10,,0.121,0.802,0.137,,18.7,-34.39161175,-64.95406454,-24.22021124
18.8,1.20E-10,7.03E-10,1.35E-10,,0.12,0.703,0.135,,18.725,-35.50036201,-70.91471728,-25.48417074
18.825,1.19E-10,4.25E-10,1.33E-10,,0.119,0.425,0.133,,18.75,-36.59908342,-77.69219713,-26.73790413
18.85,1.18E-10,-6.79E-11,1.32E-10,,0.118,-0.0679,0.132,,18.775,-37.68855282,-85.01153683,-27.9783823
18.875,1.18E-10,-7.20E-10,1.30E-10,,0.118,-0.72,0.13,,18.8,-38.7695689,-92.12214223,-29.2038276
18.9,1.17E-10,-1.28E-09,1.28E-10,,0.117,-1.28,0.128,,18.825,-39.84295874,-97.66780318,-30.41329868
18.925,1.17E-10,-1.40E-09,1.26E-10,,0.117,-1.4,0.126,,18.85,-40.90958559,-99.77431655,-31.60641509
18.95,1.17E-10,-1.10E-09,1.25E-10,,0.117,-1.1,0.125,,18.875,-41.97035829,-96.44482063,-32.78317226
18.975,1.16E-10,-7.00E-10,1.23E-10,,0.116,-0.7,0.123,,18.9,-43.02624266,-86.80670052,-33.94381609
19,1.16E-10,-3.92E-10,1.22E-10,,0.116,-0.392,0.122,,18.925,-44.0782754,-73.48583413,-35.08875713
19.025,1.17E-10,-1.98E-10,1.20E-10,,0.117,-0.198,0.12,,18.95,-45.12758109,-61.60213284,-36.21851162
19.05,1.17E-10,-8.04E-11,1.19E-10,,0.117,-0.0804,0.119,,18.975,-46.17539328,-53.62502027,-37.33366078
19.075,1.18E-10,-9.53E-12,1.17E-10,,0.118,-0.00953,0.117,,19,-47.22308059,-49.00493583,-38.4348227
19.1,1.19E-10,3.40E-11,1.16E-10,,0.119,0.034,0.116,,19.025,-48.27217957,-46.567652,-39.52263296
19.125,1.20E-10,6.12E-11,1.15E-10,,0.12,0.0612,0.115,,19.05,-49.32443602,-45.44853026,-40.59773143
19.15,1.22E-10,7.86E-11,1.14E-10,,0.122,0.0786,0.114,,19.075,-50.38185773,-45.12120426,-41.66075329
19.175,1.24E-10,8.97E-11,1.13E-10,,0.124,0.0897,0.113,,19.1,-51.44678201,-45.27691526,-42.71232314
19.2,1.27E-10,9.68E-11,1.12E-10,,0.127,0.0968,0.112,,19.125,-52.52196307,-45.73304712,-43.75305123
19.225,1.31E-10,1.01E-10,1.11E-10,,0.131,0.101,0.111,,19.15,-53.61068582,-46.37921733,-44.78353118
19.25,1.35E-10,1.04E-10,1.10E-10,,0.135,0.104,0.11,,19.175,-54.71691512,-47.14706399,-45.80433887
19.275,1.41E-10,1.06E-10,1.09E-10,,0.141,0.106,0.109,,19.2,-55.84549283,-47.9932675,-46.81603198
19.3,1.48E-10,1.07E-10,1.09E-10,,0.148,0.107,0.109,,19.225,-57.0023989,-48.88981893,-47.81915008
19.325,1.57E-10,1.07E-10,1.08E-10,,0.157,0.107,0.108,,19.25,-58.19509769,-49.81830154,-48.81421517
19.35,1.69E-10,1.07E-10,1.07E-10,,0.169,0.107,0.107,,19.275,-59.43299483,-50.76644394,-49.80173234
19.375,1.83E-10,1.07E-10,1.07E-10,,0.183,0.107,0.107,,19.3,-60.72803018,-51.72599156,-50.78219071
19.4,2.01E-10,1.07E-10,1.06E-10,,0.201,0.107,0.106,,19.325,-62.09541764,-52.69136233,-51.7560644
19.425,2.22E-10,1.07E-10,1.06E-10,,0.222,0.107,0.106,,19.35,-63.55448562,-53.65878019,-52.72381358
19.45,2.43E-10,1.06E-10,1.05E-10,,0.243,0.106,0.105,,19.375,-65.12940183,-54.62570618,-53.68588559
19.475,2.58E-10,1.06E-10,1.05E-10,,0.258,0.106,0.105,,19.4,-66.84910834,-55.5904587,-54.64271601
19.5,2.50E-10,1.05E-10,1.04E-10,,0.25,0.105,0.104,,19.425,-68.74463763,-56.55195618,-55.59472982
19.525,1.92E-10,1.05E-10,1.04E-10,,0.192,0.105,0.104,,19.45,-70.83927558,-57.50954051,-56.5423424
19.55,6.57E-11,1.04E-10,1.04E-10,,0.0657,0.104,0.104,,19.475,-73.12158074,-58.4628543,-57.48596071
19.575,-1.02E-10,1.04E-10,1.03E-10,,-0.102,0.104,0.103,,19.5,-75.48421083,-59.41175488,-58.42598426
19.6,-2.29E-10,1.03E-10,1.03E-10,,-0.229,0.103,0.103,,19.525,-77.61946829,-60.35625331,-59.36280622
19.625,-2.55E-10,1.03E-10,1.03E-10,,-0.255,0.103,0.103,,19.55,-78.94320269,-61.29647099,-60.29681437
19.65,-1.99E-10,1.03E-10,1.03E-10,,-0.199,0.103,0.103,,19.575,-78.80140563,-62.23260848,-61.22839216
19.675,-1.17E-10,1.02E-10,1.03E-10,,-0.117,0.102,0.103,,19.6,-77.10724833,-63.16492311,-62.15791967
19.7,-4.58E-11,1.02E-10,1.03E-10,,-0.0458,0.102,0.103,,19.625,-74.67346538,-64.09371274,-63.08577459
19.725,4.81E-12,1.02E-10,1.03E-10,,0.00481,0.102,0.103,,19.65,-72.51164545,-65.01930411,-64.01233317
19.75,3.83E-11,1.02E-10,1.03E-10,,0.0383,0.102,0.103,,19.675,-71.09587232,-65.94204444,-64.9379712
19.775,5.98E-11,1.02E-10,1.03E-10,,0.0598,0.102,0.103,,19.7,-70.41065243,-66.86229539,-65.86306496
19.8,7.36E-11,1.02E-10,1.03E-10,,0.0736,0.102,0.103,,19.725,-70.27083938,-67.78042883,-66.78799217
19.825,8.25E-11,1.01E-10,1.03E-10,,0.0825,0.101,0.103,,19.75,-70.49721984,-68.69682394,-67.71313296
19.85,8.83E-11,1.01E-10,1.03E-10,,0.0883,0.101,0.103,,19.775,-70.9599871,-69.61186518,-68.63887084
19.875,9.21E-11,1.02E-10,1.04E-10,,0.0921,0.102,0.104,,19.8,-71.57391195,-70.52594115,-69.5655937
19.9,9.47E-11,1.02E-10,1.04E-10,,0.0947,0.102,0.104,,19.825,-72.28488001,-71.43944385,-70.49369479
19.925,9.64E-11,1.02E-10,1.04E-10,,0.0964,0.102,0.104,,19.85,-73.05876799,-72.35276844,-71.42357378
19.95,9.76E-11,1.02E-10,1.05E-10,,0.0976,0.102,0.105,,19.875,-73.87396551,-73.26631334,-72.35563777
19.975,9.85E-11,1.02E-10,1.05E-10,,0.0985,0.102,0.105,,19.9,-74.71667418,-74.1804805,-73.29030244
20,9.89E-11,1.02E-10,1.05E-10,,0.0989,0.102,0.105,,19.925,-75.57801155,-75.09567595,-74.22799309
,,,,,,,,,19.95,-76.45222769,-76.01231043,-75.1691459
,,,,,,,,,19.975,-77.33559766,-76.93080023,-76.11420904
,,,,,,,,,20,-78.22572489,-77.85156803,-77.06364402
