fre,l6=16mm,l6=17mm,l6=18mm,,l6=16mm,l6=17mm,l6=18mm,,,l6=16mm,l6=17mm,l6=18mm
Frequency,GD,GD,GD,,GD(ns),GD(ns),GD(ns),,Frequency,Angle,Angle,Angle
4.88,2.07E-10,2.09E-10,2.11E-10,,0.207487704,0.209153682,0.211086762,,4.88,87.69369311,85.99177381,84.37140242
4.9,2.07E-10,2.09E-10,2.11E-10,,0.207281291,0.209073249,0.211072907,,4.9,86.2004353,84.48606998,82.85154402
4.92,2.07E-10,2.09E-10,2.11E-10,,0.207025473,0.208944791,0.211012869,,4.92,84.70884251,82.98111902,81.33195256
4.94,2.07E-10,2.09E-10,2.11E-10,,0.206720879,0.208768862,0.210907241,,4.94,83.21926849,81.47726499,79.8129587
4.96,2.06E-10,2.09E-10,2.11E-10,,0.206368296,0.208546161,0.210756754,,4.96,81.73206185,79.97484741,78.29488829
4.98,2.06E-10,2.08E-10,2.11E-10,,0.205968652,0.20827753,0.210562275,,4.98,80.24756503,78.47420026,76.77806144
5,2.06E-10,2.08E-10,2.10E-10,,0.205757191,0.208131845,0.210454155,,5,78.76611326,76.97565098,75.26279152
5.025,2.06E-10,2.07E-10,2.10E-10,,0.205894579,0.207288455,0.209714206,,5,78.80977612,76.95113385,75.31086104
5.05,2.05E-10,2.07E-10,2.09E-10,,0.205304629,0.206751772,0.20928843,,5.025,76.95422886,75.08327861,73.42167574
5.075,2.05E-10,2.06E-10,2.09E-10,,0.204645518,0.206147138,0.208793619,,5.05,75.1036737,73.21994166,71.53600533
5.1,2.04E-10,2.05E-10,2.08E-10,,0.203920131,0.205477381,0.208232765,,5.075,73.25874554,71.36174672,69.654484
5.125,2.03E-10,2.05E-10,2.08E-10,,0.203131579,0.204745558,0.207609112,,5.1,71.42005438,69.50929317,67.77772019
5.15,2.02E-10,2.04E-10,2.07E-10,,0.20228317,0.203954931,0.20692612,,5.125,69.58818318,67.66315386,65.90629423
5.175,2.01E-10,2.03E-10,2.06E-10,,0.201378381,0.20310894,0.20618744,,5.15,67.76368596,65.82387313,64.04075618
5.2,2.00E-10,2.02E-10,2.05E-10,,0.200420832,0.202211172,0.205396883,,5.175,65.94708613,63.99196511,62.18162407
5.225,1.99E-10,2.01E-10,2.05E-10,,0.199414249,0.201265333,0.204558386,,5.2,64.13887509,62.16791222,60.32938226
5.25,1.98E-10,2.00E-10,2.04E-10,,0.198362442,0.20027522,0.203675991,,5.225,62.33951116,60.35216402,58.48448018
5.275,1.97E-10,1.99E-10,2.03E-10,,0.197269275,0.199244691,0.202753806,,5.25,60.54941862,58.54513623,56.6473313
5.3,1.96E-10,1.98E-10,2.02E-10,,0.196138639,0.19817764,0.201795984,,5.275,58.7689872,56.74721006,54.81831235
5.325,1.95E-10,1.97E-10,2.01E-10,,0.194974423,0.197077972,0.200806696,,5.3,56.99857166,54.9587318,52.9977628
5.35,1.94E-10,1.96E-10,2.00E-10,,0.193780497,0.195949577,0.199790104,,5.325,55.23849171,53.18001254,51.18598463
5.375,1.93E-10,1.95E-10,1.99E-10,,0.192560684,0.19479631,0.198750338,,5.35,53.48903205,51.4113283,49.38324227
5.4,1.91E-10,1.94E-10,1.98E-10,,0.191318744,0.193621967,0.197691479,,5.375,51.75044276,49.65292015,47.58976277
5.425,1.90E-10,1.92E-10,1.97E-10,,0.190058352,0.192430273,0.196617539,,5.4,50.02293973,47.90499473,45.80573619
5.45,1.89E-10,1.91E-10,1.96E-10,,0.188783085,0.19122486,0.195532443,,5.425,48.30670537,46.16772475,44.03131614
5.475,1.87E-10,1.90E-10,1.94E-10,,0.187496408,0.190009255,0.194440016,,5.45,46.6018894,44.44124981,42.26662049
5.5,1.86E-10,1.89E-10,1.93E-10,,0.186201662,0.18878687,0.193343975,,5.475,44.90860984,42.72567727,40.51173217
5.525,1.85E-10,1.88E-10,1.92E-10,,0.184902053,0.187560987,0.192247912,,5.5,43.22695405,41.02108322,38.76670019
5.55,1.84E-10,1.86E-10,1.91E-10,,0.183600646,0.186334756,0.191155295,,5.525,41.55697992,39.32751361,37.03154063
5.575,1.82E-10,1.85E-10,1.90E-10,,0.182300357,0.185111185,0.190069457,,5.55,39.89871709,37.64498545,35.30623777
5.6,1.81E-10,1.84E-10,1.89E-10,,0.181003953,0.183893136,0.188993596,,5.575,38.25216829,35.973488,33.59074531
5.625,1.80E-10,1.83E-10,1.88E-10,,0.179714044,0.182683324,0.18793077,,5.6,36.61731067,34.31298412,31.88498754
5.65,1.78E-10,1.81E-10,1.87E-10,,0.178433087,0.181484312,0.186883902,,5.625,34.99409715,32.66341155,30.18886059
5.675,1.77E-10,1.80E-10,1.86E-10,,0.177163382,0.180298517,0.185855776,,5.65,33.38245788,31.02468429,28.50223368
5.7,1.76E-10,1.79E-10,1.85E-10,,0.175907076,0.179128207,0.184849045,,5.675,31.78230159,29.39669393,26.82495036
5.725,1.75E-10,1.78E-10,1.84E-10,,0.174666166,0.177975501,0.183866232,,5.7,30.19351701,27.77931097,25.15682971
5.75,1.73E-10,1.77E-10,1.83E-10,,0.173442498,0.17684238,0.182909737,,5.725,28.61597422,26.17238621,23.49766755
5.775,1.72E-10,1.76E-10,1.82E-10,,0.172237778,0.175730685,0.181981844,,5.75,27.04952602,24.57575196,21.84723754
5.8,1.71E-10,1.75E-10,1.81E-10,,0.171053569,0.174642123,0.181084725,,5.775,25.49400925,22.98922336,20.20529228
5.825,1.70E-10,1.74E-10,1.80E-10,,0.169891302,0.173578274,0.180220451,,5.8,23.94924603,21.41259962,18.57156435
5.85,1.69E-10,1.73E-10,1.79E-10,,0.16875228,0.172540594,0.179390999,,5.825,22.41504502,19.84566515,16.94576724
5.875,1.68E-10,1.72E-10,1.79E-10,,0.167637682,0.171530425,0.178598264,,5.85,20.89120259,18.2881907,15.32759624
5.9,1.67E-10,1.71E-10,1.78E-10,,0.166548573,0.170548998,0.177844066,,5.875,19.37750398,16.73993446,13.71672925
5.925,1.65E-10,1.70E-10,1.77E-10,,0.165485905,0.169597441,0.177130158,,5.9,17.87372431,15.20064305,12.11282748
5.95,1.64E-10,1.69E-10,1.76E-10,,0.164450528,0.168676788,0.176458244,,5.925,16.37962967,13.6700525,10.51553607
5.975,1.63E-10,1.68E-10,1.76E-10,,0.163443195,0.16778798,0.175829984,,5.95,14.89497802,12.14788911,8.924484636
6,1.62E-10,1.67E-10,1.75E-10,,0.162464566,0.166931879,0.175247005,,5.975,13.41952016,10.63387031,7.339287676
6.025,1.62E-10,1.66E-10,1.75E-10,,0.161515219,0.16610927,0.17471092,,6,11.95300052,9.127705457,5.759544929
6.05,1.61E-10,1.65E-10,1.74E-10,,0.160595649,0.165320867,0.174223329,,6.025,10.49515797,7.629096484,4.184841578
6.075,1.60E-10,1.65E-10,1.74E-10,,0.159706283,0.164567326,0.173785844,,6.05,9.045726578,6.137738602,2.614748376
6.1,1.59E-10,1.64E-10,1.73E-10,,0.158847475,0.163849244,0.173400092,,6.075,7.604436278,4.653320871,1.048821649
6.125,1.58E-10,1.63E-10,1.73E-10,,0.158019522,0.16316717,0.173067736,,6.1,6.171013491,3.175526732,-0.513396817
6.15,1.57E-10,1.63E-10,1.73E-10,,0.157222663,0.162521611,0.172790482,,6.125,4.745181722,1.704034477,-2.072380012
6.175,1.56E-10,1.62E-10,1.73E-10,,0.156457082,0.161913034,0.172570104,,6.15,3.326662087,0.238517667,-3.628616057
6.2,1.56E-10,1.61E-10,1.72E-10,,0.155722921,0.161341879,0.17240845,,6.175,1.915173797,-1.221354513,-5.182608697
6.225,1.55E-10,1.61E-10,1.72E-10,,0.155020278,0.160808559,0.172307465,,6.2,0.510434608,-2.675916946,-6.734877934
6.25,1.54E-10,1.60E-10,1.72E-10,,0.15434921,0.160313469,0.172269206,,6.225,-0.887838787,-4.125508337,-8.285960801
6.275,1.54E-10,1.60E-10,1.72E-10,,0.153709745,0.15985699,0.172295863,,6.25,-2.279930389,-5.570471016,-9.836412302
6.3,1.53E-10,1.59E-10,1.72E-10,,0.153101877,0.159439494,0.172389779,,6.275,-3.666124573,-7.011150786,-11.38680651
6.325,1.53E-10,1.59E-10,1.73E-10,,0.152525574,0.159061352,0.172553474,,6.3,-5.046705799,-8.447896833,-12.93773784
6.35,1.52E-10,1.59E-10,1.73E-10,,0.151980782,0.158722938,0.172789664,,6.325,-6.421958356,-9.881061675,-14.48982254
6.375,1.51E-10,1.58E-10,1.73E-10,,0.151467426,0.158424635,0.173101297,,6.35,-7.792166135,-11.31100117,-16.04370036
6.4,1.51E-10,1.58E-10,1.73E-10,,0.150985413,0.158166838,0.173491574,,6.375,-9.157612439,-12.73807457,-17.6000365
6.425,1.51E-10,1.58E-10,1.74E-10,,0.150534636,0.157949964,0.173963985,,6.4,-10.51857981,-14.1626446,-19.15952371
6.45,1.50E-10,1.58E-10,1.75E-10,,0.150114977,0.157774453,0.174522346,,6.425,-11.87534988,-15.58507766,-20.72288483
6.475,1.50E-10,1.58E-10,1.75E-10,,0.149726305,0.157640778,0.175170837,,6.45,-13.22820326,-17.00574396,-22.29087544
6.5,1.49E-10,1.58E-10,1.76E-10,,0.149368485,0.157549447,0.175914049,,6.475,-14.57741945,-18.42501782,-23.86428705
6.525,1.49E-10,1.58E-10,1.77E-10,,0.149041376,0.157501011,0.176757031,,6.5,-15.92327675,-19.84327796,-25.44395051
6.55,1.49E-10,1.57E-10,1.78E-10,,0.148744831,0.157496073,0.17770535,,6.525,-17.26605219,-21.26090786,-27.03073992
6.575,1.48E-10,1.58E-10,1.79E-10,,0.148478703,0.15753529,0.178765154,,6.55,-18.60602151,-22.67829617,-28.62557706
6.6,1.48E-10,1.58E-10,1.80E-10,,0.148242846,0.157619382,0.17994324,,6.575,-19.94345914,-24.09583718,-30.22943623
6.625,1.48E-10,1.58E-10,1.81E-10,,0.148037112,0.157749143,0.181247142,,6.6,-21.27863817,-25.51393138,-31.84334983
6.65,1.48E-10,1.58E-10,1.83E-10,,0.147861359,0.157925445,0.182685219,,6.625,-22.61183036,-26.93298605,-33.46841456
6.675,1.48E-10,1.58E-10,1.84E-10,,0.147715449,0.15814925,0.184266759,,6.65,-23.94330619,-28.35341595,-35.10579839
6.7,1.48E-10,1.58E-10,1.86E-10,,0.147599247,0.158421617,0.186002105,,6.675,-25.27333483,-29.77564407,-36.75674849
6.725,1.48E-10,1.59E-10,1.88E-10,,0.147512628,0.158743717,0.187902788,,6.7,-26.60218427,-31.20010245,-38.42260005
6.75,1.47E-10,1.59E-10,1.90E-10,,0.147455472,0.159116842,0.189981683,,6.725,-27.93012128,-32.62723318,-40.10478639
6.775,1.47E-10,1.60E-10,1.92E-10,,0.147427672,0.159542418,0.192253192,,6.75,-29.25741157,-34.05748936,-41.80485024
6.8,1.47E-10,1.60E-10,1.95E-10,,0.147429127,0.160022023,0.194733447,,6.775,-30.58431978,-35.49133633,-43.52445668
6.825,1.47E-10,1.61E-10,1.97E-10,,0.147459751,0.1605574,0.197440547,,6.8,-31.91110966,-36.92925289,-45.2654077
6.85,1.48E-10,1.61E-10,2.00E-10,,0.147519469,0.161150477,0.20039483,,6.825,-33.23804407,-38.37173275,-47.02965873
6.875,1.48E-10,1.62E-10,2.04E-10,,0.147608221,0.161803388,0.203619182,,6.85,-34.56538518,-39.8192861,-48.81933754
6.9,1.48E-10,1.63E-10,2.07E-10,,0.147725962,0.162518496,0.207139393,,6.875,-35.89339452,-41.27244135,-50.63676567
6.925,1.48E-10,1.63E-10,2.11E-10,,0.147872662,0.16329842,0.210984567,,6.9,-37.22233316,-42.73174709,-52.48448281
6.95,1.48E-10,1.64E-10,2.15E-10,,0.14804831,0.164146062,0.215187584,,6.925,-38.55246183,-44.19777428,-54.36527474
6.975,1.48E-10,1.65E-10,2.20E-10,,0.148252915,0.165064646,0.21978563,,6.95,-39.88404107,-45.67111864,-56.28220502
7,1.48E-10,1.66E-10,2.25E-10,,0.148486505,0.166057754,0.224820794,,6.975,-41.21733141,-47.1524034,-58.23865126
7.025,1.49E-10,1.67E-10,2.30E-10,,0.148749133,0.167129369,0.230340737,,7,-42.55259354,-48.64228228,-60.23834637
7.05,1.49E-10,1.68E-10,2.36E-10,,0.149040875,0.168283927,0.236399434,,7.025,-43.8900885,-50.14144297,-62.28542556
7.075,1.49E-10,1.70E-10,2.43E-10,,0.149361832,0.169526375,0.243057982,,7.05,-45.23007793,-51.65061092,-64.38447964
7.1,1.50E-10,1.71E-10,2.50E-10,,0.149712138,0.17086224,0.250385451,,7.075,-46.57282424,-53.17055365,-66.54061538
7.125,1.50E-10,1.72E-10,2.58E-10,,0.150091955,0.172297701,0.258459761,,7.1,-47.91859091,-54.70208567,-68.75952331
7.15,1.51E-10,1.74E-10,2.67E-10,,0.150501479,0.173839683,0.267368502,,7.125,-49.26764273,-56.24607397,-71.0475535
7.175,1.51E-10,1.75E-10,2.77E-10,,0.150940947,0.175495957,0.277209621,,7.15,-50.6202461,-57.80344429,-73.41179901
7.2,1.51E-10,1.77E-10,2.88E-10,,0.151410634,0.177275262,0.288091798,,7.175,-51.97666936,-59.37518826,-75.86018653
7.225,1.52E-10,1.79E-10,3.00E-10,,0.15191086,0.179187446,0.300134271,,7.2,-53.33718315,-60.96237151,-78.40157218
7.25,1.52E-10,1.81E-10,3.13E-10,,0.152441997,0.181243625,0.313465728,,7.225,-54.70206077,-62.56614298,-81.0458389
7.275,1.53E-10,1.83E-10,3.28E-10,,0.15300447,0.183456379,0.328221696,,7.25,-56.07157863,-64.18774554,-83.80398907
7.3,1.54E-10,1.86E-10,3.45E-10,,0.153598766,0.185839975,0.344539608,,7.275,-57.44601672,-65.82852823,-86.688222
7.325,1.54E-10,1.88E-10,3.63E-10,,0.154225438,0.188410632,0.36255039,,7.3,-58.82565909,-67.48996036,-89.71197959
7.35,1.55E-10,1.91E-10,3.82E-10,,0.154885115,0.191186833,0.382364985,,7.325,-60.2107945,-69.17364778,-92.88993495
7.375,1.56E-10,1.94E-10,4.04E-10,,0.15557851,0.194189698,0.404053774,,7.35,-61.60171697,-70.88135173,-96.23788662
7.4,1.56E-10,1.97E-10,4.28E-10,,0.156306428,0.197443417,0.427616484,,7.375,-62.99872657,-72.61501078,-99.77250467
7.425,1.57E-10,2.01E-10,4.53E-10,,0.15706978,0.20097578,0.452940023,,7.4,-64.40213015,-74.37676629,-103.5108546
7.45,1.58E-10,2.05E-10,4.80E-10,,0.157869594,0.204818792,0.479742321,,7.425,-65.81224227,-76.16899229,-107.4696014
7.475,1.59E-10,2.09E-10,5.08E-10,,0.158707028,0.209009421,0.507501994,,7.45,-67.22938619,-77.99433033,-111.663775
7.5,1.60E-10,2.14E-10,5.35E-10,,0.159583392,0.213590483,0.53537723,,7.475,-68.65389496,-79.85573054,-116.1049632
7.525,1.61E-10,2.19E-10,5.62E-10,,0.160500161,0.218611706,0.562122349,,7.5,-70.0861127,-81.7564999,-120.7988109
7.55,1.61E-10,2.24E-10,5.86E-10,,0.161459001,0.224131,0.586015209,,7.525,-71.52639601,-83.70035923,-125.7417533
7.575,1.62E-10,2.30E-10,6.05E-10,,0.162461794,0.230215972,0.604807223,,7.55,-72.97511559,-85.69151061,-130.9170132
7.6,1.64E-10,2.37E-10,6.16E-10,,0.163510666,0.236945737,0.615689256,,7.575,-74.43265803,-87.73471722,-136.2900271
7.625,1.65E-10,2.44E-10,6.15E-10,,0.16460802,0.244413055,0.615212644,,7.6,-75.89942788,-89.8353981,-141.8035432
7.65,1.66E-10,2.53E-10,5.99E-10,,0.165756581,0.252726841,0.598983336,,7.625,-77.37585001,-91.99974049,-147.3724337
7.675,1.67E-10,2.62E-10,5.61E-10,,0.166959435,0.262015064,0.560677669,,7.65,-78.86237225,-94.23483309,-152.8773708
7.7,1.68E-10,2.72E-10,4.89E-10,,0.168220085,0.27242802,0.489223038,,7.675,-80.35946847,-96.54882362,-158.1541337
7.725,1.70E-10,2.84E-10,3.61E-10,,0.169542515,0.284141863,0.360668664,,7.7,-81.86764208,-98.95110424,-162.9695688
7.75,1.71E-10,2.97E-10,1.12E-10,,0.170931261,0.297362147,0.111929333,,7.725,-83.38743001,-101.452528,-166.9601484
7.775,1.72E-10,3.12E-10,-4.60E-10,,0.172391496,0.312326821,-0.460006202,,7.75,-84.91940736,-104.0656578,-169.4616048
7.8,1.74E-10,3.29E-10,-2.02E-09,,0.173929134,0.329307613,-2.020239708,,7.775,-86.46419271,-106.8050466,-168.9748764
7.825,1.76E-10,3.49E-10,-4.18E-09,,0.175550949,0.348607852,-4.182840367,,7.8,-88.02245429,-109.6875406,-161.1814931
7.85,1.77E-10,3.71E-10,-3.76E-09,,0.177264713,0.37055322,-3.758230001,,7.825,-89.59491713,-112.7325837,-132.6105616
7.875,1.79E-10,3.95E-10,-1.50E-09,,0.179079373,0.395469348,-1.49667938,,7.85,-91.18237137,-115.9624819,-85.89036653
7.9,1.81E-10,4.24E-10,-3.92E-10,,0.181005246,0.423635964,-0.392072107,,7.875,-92.78568197,-119.4025416,-64.96242163
7.925,1.83E-10,4.55E-10,-7.78E-12,,0.183054266,0.455200575,-0.007776604,,7.9,-94.40580008,-123.0809302,-58.95013768
7.95,1.85E-10,4.90E-10,1.49E-10,,0.185240278,0.490024628,0.14934733,,7.925,-96.0437764,-127.027989,-57.90512369
7.975,1.88E-10,5.27E-10,2.22E-10,,0.187579388,0.527420602,0.22168502,,7.95,-97.70077688,-131.2745405,-58.81015882
8,1.90E-10,5.66E-10,2.57E-10,,0.190090402,0.565718261,0.256708822,,7.975,-99.3781014,-135.8484323,-60.59337563
8.025,1.93E-10,6.02E-10,2.73E-10,,0.192795346,0.601566259,0.27340366,,8,-101.0772059,-140.7681114,-62.80048918
8.05,1.96E-10,6.29E-10,2.80E-10,,0.19572012,0.62880052,0.280446646,,8.025,-102.7997286,-146.031361,-65.21413443
8.075,1.99E-10,6.36E-10,2.82E-10,,0.19889529,0.636458271,0.282199055,,8.05,-104.5475221,-151.596304,-67.72175505
8.1,2.02E-10,6.05E-10,2.81E-10,,0.202357084,0.604558015,0.281006763,,8.075,-106.3226908,-157.3497703,-70.26217405
8.125,2.06E-10,4.93E-10,2.78E-10,,0.206148615,0.492505321,0.278193739,,8.1,-108.1276373,-163.0525529,-72.80133805
8.15,2.10E-10,1.99E-10,2.75E-10,,0.210321422,0.199101868,0.274532224,,8.125,-109.9651183,-168.2318146,-75.32029579
8.175,2.15E-10,-5.93E-10,2.70E-10,,0.214937402,-0.593007233,0.270481879,,8.15,-111.8383124,-171.9176487,-77.80882535
8.2,2.20E-10,-2.56E-09,2.66E-10,,0.220071232,-2.56476388,0.26631862,,8.175,-113.7509039,-171.8156482,-80.26187582
8.225,2.26E-10,-3.96E-09,2.62E-10,,0.225813432,-3.960559353,0.262207296,,8.2,-115.7071856,-161.2435185,-82.67749918
8.25,2.32E-10,-2.63E-09,2.58E-10,,0.232274227,-2.626111776,0.258244248,,8.225,-117.7121861,-125.6498984,-85.05561098
8.275,2.40E-10,-7.48E-10,2.54E-10,,0.239588394,-0.747593049,0.254482975,,8.25,-119.7718274,-89.95345013,-87.39723051
8.3,2.48E-10,-2.57E-11,2.51E-10,,0.24792132,-0.025716088,0.250949998,,8.275,-121.8931222,-78.37988641,-89.70400744
8.325,2.57E-10,2.27E-10,2.48E-10,,0.257476418,0.227249867,0.247654852,,8.3,-124.0844185,-76.49677525,-91.97792405
8.35,2.69E-10,3.23E-10,2.45E-10,,0.268503939,0.32320664,0.244596462,,8.325,-126.3557059,-77.91699684,-94.22110741
8.375,2.81E-10,3.58E-10,2.42E-10,,0.281310701,0.357966227,0.241767268,,8.35,-128.718994,-80.58727286,-96.43571138
8.4,2.96E-10,3.66E-10,2.39E-10,,0.296269185,0.366207877,0.2391559,,8.375,-131.1887768,-83.73471636,-98.62384372
8.425,3.14E-10,3.62E-10,2.37E-10,,0.313821694,0.362436278,0.236748924,,8.4,-133.7825866,-87.03066494,-100.7875222
8.45,3.34E-10,3.53E-10,2.35E-10,,0.334469032,0.353322485,0.23453197,,8.425,-136.5216221,-90.32645815,-102.9286499
8.475,3.59E-10,3.42E-10,2.32E-10,,0.35871844,0.342110738,0.232490469,,8.45,-139.4313771,-93.55451795,-105.0490028
8.5,3.87E-10,3.30E-10,2.31E-10,,0.386930691,0.330417394,0.230610111,,8.475,-142.5420647,-96.68626288,-107.1502254
8.525,4.19E-10,3.19E-10,2.29E-10,,0.418921129,0.319041768,0.22887713,,8.5,-145.8883091,-99.71251123,-109.2338313
8.55,4.53E-10,3.08E-10,2.27E-10,,0.452953133,0.308358887,0.22727847,,8.525,-149.5068171,-102.633776,-111.3012074
8.575,4.83E-10,2.99E-10,2.26E-10,,0.483177097,0.298519815,0.225801875,,8.55,-153.4288894,-105.455263,-113.3536196
8.6,4.93E-10,2.90E-10,2.24E-10,,0.492823809,0.289557568,0.224435918,,8.575,-157.6599735,-108.1842359,-115.3922198
8.625,4.34E-10,2.81E-10,2.23E-10,,0.434451063,0.281444476,0.223170008,,8.6,-162.1260771,-110.8286197,-117.4180533
8.65,1.64E-10,2.74E-10,2.22E-10,,0.164143944,0.274123638,0.22199437,,8.625,-166.5308021,-113.3962722,-119.4320664
8.675,-7.79E-10,2.68E-10,2.21E-10,,-0.778917514,0.267526203,0.220900011,,8.65,-169.9461963,-115.8946203,-121.4351135
8.7,-2.77E-09,2.62E-10,2.20E-10,,-2.774202881,0.261580755,0.219878681,,8.675,-169.4853931,-118.3304976,-123.427965
8.725,-3.23E-09,2.56E-10,2.19E-10,,-3.232813282,0.256218241,0.21892283,,8.7,-155.925681,-120.7100919,-125.4113137
8.75,-1.36E-09,2.51E-10,2.18E-10,,-1.358239969,0.251374384,0.218025563,,8.725,-119.5497412,-123.0389512,-127.3857813
8.775,5.37E-11,2.47E-10,2.17E-10,,0.053655095,0.246990683,0.217180598,,8.75,-97.73504192,-125.3220203,-129.3519246
8.8,4.91E-10,2.43E-10,2.16E-10,,0.49117037,0.243014625,0.21638222,,8.775,-95.10142178,-127.5636901,-131.3102414
8.825,5.91E-10,2.39E-10,2.16E-10,,0.591458206,0.239399482,0.215625245,,8.8,-98.70083363,-129.7678526,-133.2611754
8.85,5.83E-10,2.36E-10,2.15E-10,,0.583195541,0.236103907,0.214904977,,8.825,-103.9424884,-131.9379534,-135.2051214
8.875,5.42E-10,2.33E-10,2.14E-10,,0.541977714,0.233091436,0.214217175,,8.85,-109.3470813,-134.0770432,-137.1424298
8.9,4.95E-10,2.30E-10,2.14E-10,,0.494639986,0.230329979,0.21355802,,8.875,-114.4400082,-136.1878237,-139.073411
8.925,4.50E-10,2.28E-10,2.13E-10,,0.450479247,0.227791324,0.212924082,,8.9,-119.1026802,-138.2726891,-140.998339
8.95,4.12E-10,2.25E-10,2.12E-10,,0.412149781,0.225450681,0.212312291,,8.925,-123.3435279,-140.3337633,-142.9174553
8.975,3.80E-10,2.23E-10,2.12E-10,,0.379831759,0.223286266,0.21171991,,8.95,-127.2113066,-142.3729329,-144.8309724
9,3.53E-10,2.21E-10,2.11E-10,,0.352873562,0.221278931,0.211144512,,8.975,-130.762224,-144.3918756,-146.7390766
9.025,3.30E-10,2.19E-10,2.11E-10,,0.330431122,0.219411842,0.210583955,,9,-134.0482783,-146.3920857,-148.6419308
9.05,3.12E-10,2.18E-10,2.10E-10,,0.31170212,0.217670188,0.210036356,,9.025,-137.1139481,-148.3748964,-150.5396778
9.075,2.96E-10,2.16E-10,2.10E-10,,0.295997757,0.216040935,0.20950008,,9.05,-139.9960385,-150.3414989,-152.432442
9.1,2.83E-10,2.15E-10,2.09E-10,,0.282751785,0.214512603,0.208973709,,9.075,-142.7245863,-152.2929597,-154.3203322
9.125,2.72E-10,2.13E-10,2.08E-10,,0.271507657,0.213075083,0.208456035,,9.1,-145.3239981,-154.2302357,-156.2034434
9.15,2.62E-10,2.12E-10,2.08E-10,,0.261900142,0.211719464,0.207946034,,9.125,-147.8141184,-156.1541866,-158.081859
9.175,2.54E-10,2.10E-10,2.07E-10,,0.253637548,0.210437896,0.207442856,,9.15,-150.2111359,-158.0655872,-159.9556521
9.2,2.46E-10,2.09E-10,2.07E-10,,0.246486505,0.209223458,0.206945805,,9.175,-152.5283209,-159.965137,-161.8248876
9.225,2.40E-10,2.08E-10,2.06E-10,,0.240259613,0.208070051,0.206454331,,9.2,-154.7766118,-161.8534693,-163.6896235
9.25,2.35E-10,2.07E-10,2.06E-10,,0.234805677,0.206972304,0.205968011,,9.225,-156.965078,-163.7311592,-165.5499121
9.275,2.30E-10,2.06E-10,2.05E-10,,0.230002058,0.205925483,0.205486536,,9.25,-159.1012848,-165.5987302,-167.4058014
9.3,2.26E-10,2.05E-10,2.05E-10,,0.225748735,0.204925425,0.205009704,,9.275,-161.1915802,-167.4566607,-169.2573363
9.325,2.22E-10,2.04E-10,2.05E-10,,0.221963674,0.203968465,0.204537405,,9.3,-163.2413219,-169.3053889,-171.1045591
9.35,2.19E-10,2.03E-10,2.04E-10,,0.218579223,0.203051384,0.204069609,,9.325,-165.2550574,-171.1453183,-172.9475109
9.375,2.16E-10,2.02E-10,2.04E-10,,0.215539296,0.202171356,0.20360636,,9.35,-167.236668,-172.9768213,-174.7862324
9.4,2.13E-10,2.01E-10,2.03E-10,,0.212797154,0.201325902,0.203147764,,9.375,-169.1894835,-174.8002432,-176.6207639
9.425,2.10E-10,2.01E-10,2.03E-10,,0.210313657,0.200512852,0.20269398,,9.4,-171.1163753,-176.6159057,-178.4511468
9.45,2.08E-10,2.00E-10,2.02E-10,,0.208055873,0.199730306,0.202245211,,9.425,-173.0198322,-178.4241095,179.7225763
9.475,2.06E-10,1.99E-10,2.02E-10,,0.205995975,0.198976607,0.201801699,,9.45,-174.9020212,179.774863,177.9003615
9.5,2.04E-10,1.98E-10,2.01E-10,,0.204110345,0.198250308,0.201363714,,9.475,-176.764838,177.980745,176.0821625
9.525,2.02E-10,1.98E-10,2.01E-10,,0.20237886,0.197550149,0.200931551,,9.5,-178.6099487,176.193284,174.2679309
9.55,2.01E-10,1.97E-10,2.01E-10,,0.20078431,0.196875035,0.200505522,,9.525,179.5611758,174.4122395,172.4576157
9.575,1.99E-10,1.96E-10,2.00E-10,,0.199311921,0.196224012,0.200085948,,9.55,177.7472318,172.6373814,170.651163
9.6,1.98E-10,1.96E-10,2.00E-10,,0.197948967,0.195596255,0.199673158,,9.575,175.9470583,170.8684889,168.8485163
9.625,1.97E-10,1.95E-10,1.99E-10,,0.19668445,0.194991043,0.19926748,,9.6,174.1596172,169.1053491,167.049616
9.65,1.96E-10,1.94E-10,1.99E-10,,0.195508835,0.194407752,0.198869241,,9.625,172.3839769,167.3477563,165.2543995
9.675,1.94E-10,1.94E-10,1.98E-10,,0.194413829,0.193845839,0.198478759,,9.65,170.6192971,165.5955104,163.4628013
9.7,1.93E-10,1.93E-10,1.98E-10,,0.193392196,0.193304826,0.198096341,,9.675,168.8648178,163.8484167,161.6747531
9.725,1.92E-10,1.93E-10,1.98E-10,,0.192437604,0.192784296,0.197722281,,9.7,167.1198482,162.1062853,159.8901837
9.75,1.92E-10,1.92E-10,1.97E-10,,0.191544496,0.192283879,0.197356856,,9.725,165.3837583,160.3689299,158.109019
9.775,1.91E-10,1.92E-10,1.97E-10,,0.190707978,0.191803241,0.197000322,,9.75,163.6559713,158.6361679,156.3311826
9.8,1.90E-10,1.91E-10,1.97E-10,,0.189923728,0.191342083,0.196652916,,9.775,161.9359574,156.90782,154.5565956
9.825,1.89E-10,1.91E-10,1.96E-10,,0.189187915,0.190900128,0.19631485,,9.8,160.2232277,155.1837096,152.7851768
9.85,1.88E-10,1.90E-10,1.96E-10,,0.188497132,0.190477114,0.195986312,,9.825,158.5173303,153.4636625,151.0168431
