,l6=16mm,l6=17mm,l6=18mm
Frequency,mag,mag,mag
13.875,-2.047823956,-3.585781907,-2.808965126
13.9,-2.111641266,-3.422399747,-2.816130425
13.925,-2.180728463,-3.296771962,-2.82642744
13.95,-2.256001952,-3.200306812,-2.839620785
13.975,-2.338652521,-3.126746712,-2.855498295
14,-2.430251475,-3.071455818,-2.873867309
14.025,-2.532907219,-3.03094325,-2.894551594
14.05,-2.649501153,-3.002539293,-2.917388801
14.075,-2.784050836,-2.984172089,-2.942228353
14.1,-2.942281475,-2.974211273,-2.96892969
14.125,-3.13254358,-2.971356877,-2.997360815
14.15,-3.367307347,-2.974559283,-3.027397079
14.175,-3.665588279,-2.982960792,-3.058920175
14.2,-4.056676968,-2.995852434,-3.091817305
14.225,-4.584591016,-3.012641683,-3.12598048
14.25,-5.306206651,-3.032828065,-3.161305953
14.275,-6.243770258,-3.055984529,-3.197693739
14.3,-7.151444029,-3.081743109,-3.235047229
14.325,-7.15698526,-3.109783771,-3.273272865
14.35,-5.879159741,-3.139825685,-3.312279881
14.375,-4.420021058,-3.17162033,-3.351980088
14.4,-3.439366584,-3.204946013,-3.392287696
14.425,-2.893588764,-3.239603491,-3.43311918
14.45,-2.612982059,-3.275412431,-3.474393163
14.475,-2.479064671,-3.312208561,-3.516030326
14.5,-2.42549217,-3.349841333,-3.557953335
14.525,-2.41671597,-3.388172018,-3.600086786
14.55,-2.433507429,-3.427072138,-3.642357151
14.575,-2.465183136,-3.466422162,-3.68469275
14.6,-2.505620374,-3.506110428,-3.727023713
14.625,-2.551202088,-3.546032237,-3.769281959
14.65,-2.599730841,-3.586089097,-3.811401171
14.675,-2.64983747,-3.626188082,-3.853316781
14.7,-2.700649172,-3.666241282,-3.894965948
14.725,-2.751597775,-3.706165349,-3.936287546
14.75,-2.802306022,-3.745881089,-3.977222142
14.775,-2.852518499,-3.785313124,-4.017711985
14.8,-2.902058786,-3.824389593,-4.057700986
14.825,-2.950802369,-3.863041892,-4.097134701
14.85,-2.998659235,-3.901204444,-4.135960312
14.875,-3.045562535,-3.938814499,-4.174126608
14.9,-3.091461102,-3.975811956,-4.211583965
14.925,-3.136314473,-4.012139199,-4.248284324
14.95,-3.180089548,-4.047740958,-4.284181169
14.975,-3.222758335,-4.08256418,-4.319229505
15,-3.264296429,-4.116557904,-4.353385834
15,-3.226315433,-4.059409635,-4.254049659
15.025,-3.270964016,-4.097079253,-4.296284231
15.05,-3.314757265,-4.133648298,-4.336750258
15.075,-3.357626965,-4.169067759,-4.375436135
15.1,-3.399509158,-4.20329198,-4.412333483
15.125,-3.440343892,-4.236278415,-4.447436744
15.15,-3.480074972,-4.267987402,-4.480742812
15.175,-3.518649724,-4.298381942,-4.51225069
15.2,-3.556018765,-4.327427496,-4.54196119
15.225,-3.59213579,-4.355091799,-4.569876649
15.25,-3.626957366,-4.381344673,-4.596000679
15.275,-3.660442739,-4.40615787,-4.620337933
15.3,-3.692553649,-4.429504912,-4.642893901
15.325,-3.723254164,-4.45136095,-4.66367472
15.35,-3.752510518,-4.471702638,-4.682687006
15.375,-3.780290961,-4.490508004,-4.699937705
15.4,-3.806565625,-4.507756349,-4.715433957
15.425,-3.831306393,-4.52342814,-4.729182974
15.45,-3.854486788,-4.537504929,-4.741191943
15.475,-3.876081862,-4.549969264,-4.751467926
15.5,-3.896068101,-4.560804623,-4.760017792
15.525,-3.914423342,-4.569995353,-4.766848146
15.55,-3.931126689,-4.577526613,-4.771965276
15.575,-3.946158454,-4.583384333,-4.775375117
15.6,-3.959500091,-4.587555175,-4.777083219
15.625,-3.971134152,-4.590026509,-4.777094726
15.65,-3.981044241,-4.590786389,-4.775414374
15.675,-3.989214987,-4.589823542,-4.772046493
15.7,-3.995632018,-4.587127369,-4.766995019
15.725,-4.000281946,-4.582687945,-4.760263524
15.75,-4.003152362,-4.576496033,-4.751855249
15.775,-4.00423184,-4.56854311,-4.741773155
15.8,-4.003509947,-4.55882139,-4.730019974
15.825,-4.000977262,-4.547323868,-4.716598289
15.85,-3.99662541,-4.534044366,-4.701510604
15.875,-3.990447098,-4.518977592,-4.684759444
15.9,-3.982436164,-4.502119203,-4.666347455
15.925,-3.972587638,-4.483465886,-4.646277518
15.95,-3.960897807,-4.463015443,-4.624552879
15.975,-3.947364302,-4.440766891,-4.601177291
16,-3.931986181,-4.416720571,-4.57615516
16.025,-3.914764037,-4.39087827,-4.549491714
16.05,-3.895700114,-4.363243354,-4.521193184
16.075,-3.874798431,-4.333820918,-4.491266988
16.1,-3.852064928,-4.302617948,-4.459721944
16.125,-3.827507621,-4.269643495,-4.426568487
16.15,-3.80113677,-4.234908869,-4.3918189
16.175,-3.772965072,-4.198427847,-4.355487563
16.2,-3.743007856,-4.160216894,-4.317591219
16.225,-3.711283313,-4.12029541,-4.278149247
16.25,-3.677812724,-4.078685989,-4.237183953
16.275,-3.642620728,-4.035414695,-4.194720881
16.3,-3.605735587,-3.990511366,-4.150789128
16.325,-3.567189493,-3.944009926,-4.105421682
16.35,-3.527018874,-3.895948728,-4.058655766
16.375,-3.485264741,-3.84637091,-4.0105332
16.4,-3.441973038,-3.795324775,-3.961100768
16.425,-3.397195026,-3.742864182,-3.910410599
16.45,-3.350987677,-3.689048971,-3.858520553
16.475,-3.303414094,-3.633945385,-3.805494611
16.5,-3.254543951,-3.577626524,-3.751403267
16.525,-3.204453934,-3.520172803,-3.696323915
16.55,-3.15322822,-3.461672419,-3.640341232
16.575,-3.100958941,-3.402221823,-3.583547547
16.6,-3.047746675,-3.341926197,-3.526043186
16.625,-2.993700922,-3.280899913,-3.467936799
16.65,-2.938940586,-3.219266987,-3.409345641
16.675,-2.883594436,-3.157161506,-3.350395817
16.7,-2.827801553,-3.094728019,-3.291222462
16.725,-2.771711734,-3.032121882,-3.231969866
16.75,-2.715485861,-2.969509547,-3.172791501
16.775,-2.659296206,-2.907068768,-3.11384997
16.8,-2.603326664,-2.844988722,-3.055316835
16.825,-2.547772891,-2.783470015,-2.997372322
16.85,-2.492842343,-2.72272456,-2.940204894
16.875,-2.438754168,-2.662975301,-2.884010655
16.9,-2.385738966,-2.604455771,-2.828992599
16.925,-2.334038362,-2.547409453,-2.775359661
16.95,-2.283904397,-2.492088934,-2.723325589
16.975,-2.2355987,-2.43875483,-2.6731076
17,-2.189391427,-2.387674463,-2.624924842
17.025,-2.145559963,-2.339120289,-2.57899664
17.05,-2.104387356,-2.29336807,-2.535540546
17.075,-2.066160487,-2.250694785,-2.4947702
17.1,-2.031167992,-2.211376294,-2.45689301
17.125,-1.999697909,-2.175684777,-2.422107699
17.15,-1.972035112,-2.143885972,-2.390601719
17.175,-1.948458518,-2.116236253,-2.362548603
17.2,-1.929238144,-2.09297959,-2.338105265
17.225,-1.914632034,-2.07434446,-2.317409328
17.25,-1.904883126,-2.060540764,-2.300576509
17.275,-1.900216136,-2.051756833,-2.287698124
17.3,-1.900834515,-2.048156584,-2.27883876
17.325,-1.906917569,-2.049876918,-2.274034172
17.35,-1.918617824,-2.057025429,-2.27328944
17.375,-1.936058697,-2.069678483,-2.276577426
17.4,-1.959332571,-2.087879737,-2.283837563
17.425,-1.9884993,-2.11163914,-2.294974989
17.45,-2.023585229,-2.140932446,-2.309860038
17.475,-2.064582733,-2.175701242,-2.328328086
17.5,-2.111450306,-2.215853509,-2.350179743
17.525,-2.164113189,-2.261264673,-2.375181374
17.55,-2.222464526,-2.311779117,-2.403065945
17.575,-2.286366993,-2.367212102,-2.433534171
17.6,-2.355654864,-2.427352024,-2.466256
17.625,-2.430136443,-2.491962951,-2.500872453
17.65,-2.509596781,-2.560787341,-2.536997922
17.675,-2.593800615,-2.633548886,-2.574223101
17.7,-2.682495435,-2.709955377,-2.612118845
17.725,-2.775414612,-2.789701552,-2.650241423
17.75,-2.872280503,-2.872471822,-2.688139968
17.775,-2.972807489,-2.957942858,-2.725367297
17.8,-3.076704861,-3.045785956,-2.76149604
17.825,-3.183679534,-3.135669169,-2.79614303
17.85,-3.29343854,-3.227259155,-2.829006676
17.875,-3.40569128,-3.320222743,-2.859924734
17.9,-3.520151516,-3.414228186,-2.888964342
17.925,-3.636539102,-3.508946104,-2.916563301
17.95,-3.754581447,-3.604050122,-2.943753181
17.975,-3.874014732,-3.699217195,-2.972513417
18,-3.994584873,-3.794127644,-3.006334935
18.025,-4.116048269,-3.888464889,-3.051115862
18.05,-4.238172331,-3.981914917,-3.116571222
18.075,-4.360735838,-4.07416547,-3.218397546
18.1,-4.483529112,-4.164904985,-3.381426195
18.125,-4.606354065,-4.253821292,-3.643740641
18.15,-4.729024103,-4.340600077,-4.060849553
18.175,-4.851363947,-4.424923155,-4.707137433
18.2,-4.973209346,-4.506466575,-5.669706027
18.225,-5.094406736,-4.584898606,-7.030815953
18.25,-5.214812834,-4.659877724,-8.842142043
18.275,-5.334294197,-4.731050713,-11.09539879
18.3,-5.452726737,-4.798051162,-13.66029321
18.325,-5.569995235,-4.860498731,-16.09863379
18.35,-5.685992822,-4.917999854,-17.50817019
18.375,-5.800620463,-4.970150937,-17.39055718
18.4,-5.913786446,-5.016545792,-16.435959
18.425,-6.025405862,-5.056790175,-15.36758879
18.45,-6.135400104,-5.090528152,-14.43991046
18.475,-6.243696371,-5.117488209,-13.68775445
18.5,-6.35022718,-5.137562386,-13.08812991
18.525,-6.454929903,-5.150941061,-12.61029774
18.55,-6.557746305,-5.158342097,-12.22768357
18.575,-6.658622102,-5.161401099,-11.91947013
18.6,-6.75750653,-5.163337749,-11.66978295
18.625,-6.854351934,-5.17009381,-11.46655446
18.65,-6.949113353,-5.192263439,-11.30055572
18.675,-7.041748136,-5.248294961,-11.1646605
18.7,-7.132215551,-5.369518911,-11.05330625
18.725,-7.220476412,-5.607105723,-10.96210292
18.75,-7.30649271,-6.03895449,-10.88754861
18.775,-7.390227255,-6.769340356,-10.82682135
18.8,-7.471643321,-7.908054671,-10.77762533
18.825,-7.550704302,-9.520017142,-10.73807604
18.85,-7.627373383,-11.5543882,-10.70661371
18.875,-7.701613223,-13.75821601,-10.68193732
18.9,-7.773385668,-15.59298848,-10.66295384
18.925,-7.842651507,-16.44959841,-10.64873879
18.95,-7.909370295,-16.30444949,-10.63850531
18.975,-7.973500275,-15.66757167,-10.63157974
19,-8.034998475,-14.94141522,-10.62738214
19.025,-8.093821048,-14.28388358,-10.62541062
19.05,-8.149924014,-13.73014451,-10.62522874
19.075,-8.203264612,-13.27428254,-10.62645517
19.1,-8.253803599,-12.90052019,-10.62875526
19.125,-8.301509039,-12.59303479,-10.63183409
19.15,-8.346362415,-12.33846072,-10.63543065
19.175,-8.388368424,-12.126116,-10.6393131
19.2,-8.427570659,-11.94761663,-10.64327464
19.225,-8.464076779,-11.79640197,-10.64713019
19.25,-8.498099221,-11.66731895,-10.65071348
19.275,-8.530021598,-11.55629225,-10.65387459
19.3,-8.560508229,-11.46007234,-10.65647788
19.325,-8.590686808,-11.37604562,-10.6584002
19.35,-8.622456202,-11.3020916,-10.65952933
19.375,-8.659008276,-11.23647526,-10.65976266
19.4,-8.705709605,-11.17776537,-10.65900605
19.425,-8.771555395,-11.12477213,-10.6571728
19.45,-8.871396864,-11.07649908,-10.65418279
19.475,-9.028692218,-11.0321059,-10.6499617
19.5,-9.276540673,-10.99087914,-10.64444035
19.525,-9.649310272,-10.95220931,-10.63755411
19.55,-10.1507695,-10.9155725,-10.62924236
19.575,-10.70230402,-10.88051585,-10.61944803
19.6,-11.14426376,-10.84664568,-10.60811721
19.625,-11.35641664,-10.81361794,-10.59519876
19.65,-11.35470539,-10.78113041,-10.58064399
19.675,-11.23161061,-10.74891626,-10.56440639
19.7,-11.06625925,-10.71673878,-10.54644135
19.725,-10.90049269,-10.68438691,-10.52670593
19.75,-10.75040946,-10.65167163,-10.50515868
19.775,-10.61965615,-10.61842281,-10.48175941
19.8,-10.50697204,-10.58448667,-10.45646908
19.825,-10.40959906,-10.54972351,-10.42924962
19.85,-10.32463508,-10.51400588,-10.40006379
19.875,-10.24949611,-10.47721698,-10.36887512
19.9,-10.18202283,-10.43924925,-10.33564774
19.925,-10.12045787,-10.40000324,-10.30034638
19.95,-10.06338499,-10.35938658,-10.2629362
19.975,-10.00966456,-10.31731307,-10.22338284
20,-9.958376731,-10.27370197,-10.18165227
