Frequency,ADS,,,HFSS,,,Theory,
13040000000,-1.90E-10,-0.189974188,,-4.37E-10,-0.436863684,,-6.92E-09,-0.06918556
13060000000,-4.13E-10,-0.413463751,,-1.10E-09,-1.10298479,,-2.44E-08,-0.243553867
13080000000,-7.36E-10,-0.735869129,,-1.95E-09,-1.947059437,,-5.13E-08,-0.513428074
13100000000,-1.18E-09,-1.177303845,,-2.42E-09,-2.422050938,,-8.56E-08,-0.855688213
13120000000,-1.68E-09,-1.684996399,,-2.06E-09,-2.061132899,,-1.09E-07,-1.08630258
13140000000,-1.99E-09,-1.987597365,,-1.25E-09,-1.24616986,,-9.70E-08,-0.96966569
13160000000,-1.68E-09,-1.68354884,,-5.66E-10,-0.565733335,,-6.15E-08,-0.614818605
13180000000,-9.15E-10,-0.914620241,,-1.48E-10,-0.147844929,,-2.77E-08,-0.277025347
13200000000,-2.21E-10,-0.220541552,,8.92E-11,0.089241329,,-4.28E-09,-0.042763778
13220000000,2.06E-10,0.206212411,,2.22E-10,0.222131849,,1.02E-08,0.102454208
13240000000,4.28E-10,0.428305334,,2.96E-10,0.295956321,,1.88E-08,0.187765179
13260000000,5.31E-10,0.531168584,,3.36E-10,0.3356393,,2.35E-08,0.235158046
13280000000,5.70E-10,0.569631126,,3.55E-10,0.355168518,,2.59E-08,0.258942831
13300000000,5.74E-10,0.574190042,,3.63E-10,0.36264668,,2.68E-08,0.268194226
13320000000,5.61E-10,0.561391613,,3.63E-10,0.362908812,,2.69E-08,0.268671372
13340000000,5.40E-10,0.540255888,,3.59E-10,0.358907258,,2.64E-08,0.264035371
13360000000,5.16E-10,0.515729792,,3.52E-10,0.35247318,,2.57E-08,0.256604267
13380000000,4.91E-10,0.49051393,,3.45E-10,0.344751885,,2.48E-08,0.24782974
13400000000,4.66E-10,0.46604715,,3.36E-10,0.336460414,,2.39E-08,0.23860396
13420000000,4.43E-10,0.443051229,,3.28E-10,0.328044333,,2.29E-08,0.229459257
13440000000,4.22E-10,0.421839494,,3.20E-10,0.319775377,,2.21E-08,0.220698433
13460000000,4.02E-10,0.402494914,,3.12E-10,0.311813344,,2.12E-08,0.21247962
13480000000,3.85E-10,0.384974032,,3.04E-10,0.30424587,,2.05E-08,0.204871287
13500000000,3.69E-10,0.369167908,,2.97E-10,0.297114257,,1.98E-08,0.197887641
13520000000,3.55E-10,0.354937698,,2.90E-10,0.290430355,,1.92E-08,0.191511242
13540000000,3.42E-10,0.342135154,,2.84E-10,0.284187661,,1.86E-08,0.185707291
13560000000,3.31E-10,0.330614099,,2.78E-10,0.278368612,,1.80E-08,0.180432542
13580000000,3.20E-10,0.320236511,,2.73E-10,0.272949378,,1.76E-08,0.175640747
13600000000,3.11E-10,0.310875402,,2.68E-10,0.267902989,,1.71E-08,0.171285896
13620000000,3.02E-10,0.302415825,,2.63E-10,0.263201357,,1.67E-08,0.16732405
13640000000,2.95E-10,0.294754831,,2.59E-10,0.258816559,,1.64E-08,0.163714298
13660000000,2.88E-10,0.287800839,,2.55E-10,0.254721624,,1.60E-08,0.160419166
13680000000,2.81E-10,0.281472737,,2.51E-10,0.250890993,,1.57E-08,0.157404709
13700000000,2.76E-10,0.275698873,,2.47E-10,0.247300764,,1.55E-08,0.154640401
13720000000,2.70E-10,0.270416046,,2.44E-10,0.243928791,,1.52E-08,0.152098933
13740000000,2.66E-10,0.265568542,,2.41E-10,0.240754697,,1.50E-08,0.149755953
13760000000,2.61E-10,0.261107246,,2.38E-10,0.237759824,,1.48E-08,0.147589796
13780000000,2.57E-10,0.256988844,,2.35E-10,0.234927158,,1.46E-08,0.145581212
13800000000,2.53E-10,0.253175109,,2.32E-10,0.232241223,,1.44E-08,0.143713111
13820000000,2.50E-10,0.249632273,,2.30E-10,0.22968798,,1.42E-08,0.141970325
13840000000,2.46E-10,0.24633048,,2.27E-10,0.227254712,,1.40E-08,0.140339395
13860000000,2.43E-10,0.243243302,,2.25E-10,0.224929918,,1.39E-08,0.138808374
13880000000,2.40E-10,0.240347321,,2.23E-10,0.222703211,,1.37E-08,0.137366658
13900000000,2.38E-10,0.237621769,,2.21E-10,0.220565221,,1.36E-08,0.13600483
13920000000,2.35E-10,0.235048208,,2.19E-10,0.218507502,,1.35E-08,0.134714528
13940000000,2.33E-10,0.232610256,,2.17E-10,0.216522453,,1.33E-08,0.133488324
13960000000,2.30E-10,0.230293348,,2.15E-10,0.214603237,,1.32E-08,0.132319618
13980000000,2.28E-10,0.22808453,,2.13E-10,0.212743716,,1.31E-08,0.131202549
14000000000,2.26E-10,0.225972275,,2.11E-10,0.210938383,,1.30E-08,0.130131911
14020000000,2.24E-10,0.223946325,,2.09E-10,0.209182306,,1.29E-08,0.12910308
14040000000,2.22E-10,0.22199755,,2.07E-10,0.207471074,,1.28E-08,0.128111956
14060000000,2.20E-10,0.22011783,,2.06E-10,0.205800752,,1.27E-08,0.127154899
14080000000,2.18E-10,0.218299946,,2.04E-10,0.204167832,,1.26E-08,0.126228689
14100000000,2.17E-10,0.216537485,,2.03E-10,0.202569199,,1.25E-08,0.125330473
14120000000,2.15E-10,0.214824755,,2.01E-10,0.201002093,,1.24E-08,0.124457734
14140000000,2.13E-10,0.213156714,,1.99E-10,0.199464073,,1.24E-08,0.12360825
14160000000,2.12E-10,0.211528902,,1.98E-10,0.197952991,,1.23E-08,0.122780065
14180000000,2.10E-10,0.209937383,,1.96E-10,0.196466965,,1.22E-08,0.121971465
14200000000,2.08E-10,0.208378693,,1.95E-10,0.19500435,,1.21E-08,0.121180947
14220000000,2.07E-10,0.206849792,,1.94E-10,0.193563718,,1.20E-08,0.120407202
14240000000,2.05E-10,0.205348021,,1.92E-10,0.192143839,,1.20E-08,0.119649093
14260000000,2.04E-10,0.203871067,,1.91E-10,0.190743659,,1.19E-08,0.118905635
14280000000,2.02E-10,0.202416925,,1.89E-10,0.189362282,,1.18E-08,0.118175984
14300000000,2.01E-10,0.200983871,,1.88E-10,0.187998958,,1.17E-08,0.117459416
14320000000,2.00E-10,0.19957043,,1.87E-10,0.186653065,,1.17E-08,0.11675532
14340000000,1.98E-10,0.198175352,,1.85E-10,0.185324096,,1.16E-08,0.116063181
14360000000,1.97E-10,0.19679759,,1.84E-10,0.184011651,,1.15E-08,0.115382572
14380000000,1.95E-10,0.195436277,,1.83E-10,0.182715418,,1.15E-08,0.114713144
14400000000,1.94E-10,0.194090709,,1.81E-10,0.181435172,,1.14E-08,0.114054616
14420000000,1.93E-10,0.192760323,,1.80E-10,0.180170756,,1.13E-08,0.113406767
14440000000,1.91E-10,0.191444688,,1.79E-10,0.178922082,,1.13E-08,0.112769432
14460000000,1.90E-10,0.190143485,,1.78E-10,0.177689117,,1.12E-08,0.112142488
14480000000,1.89E-10,0.188856493,,1.76E-10,0.176471878,,1.12E-08,0.111525857
14500000000,1.88E-10,0.187583583,,1.75E-10,0.175270425,,1.11E-08,0.110919494
14520000000,1.86E-10,0.1863247,,1.74E-10,0.174084855,,1.10E-08,0.110323385
14540000000,1.85E-10,0.185079857,,1.73E-10,0.1729153,,1.10E-08,0.109737542
14560000000,1.84E-10,0.183849127,,1.72E-10,0.171761918,,1.09E-08,0.109161997
14580000000,1.83E-10,0.18263263,,1.71E-10,0.170624888,,1.09E-08,0.108596803
14600000000,1.81E-10,0.181430528,,1.70E-10,0.169504414,,1.08E-08,0.108042027
14620000000,1.80E-10,0.18024302,,1.68E-10,0.16840071,,1.07E-08,0.107497747
14640000000,1.79E-10,0.179070333,,1.67E-10,0.167314009,,1.07E-08,0.106964052
14660000000,1.78E-10,0.177912719,,1.66E-10,0.16624455,,1.06E-08,0.106441037
14680000000,1.77E-10,0.176770448,,1.65E-10,0.165192582,,1.06E-08,0.105928803
14700000000,1.76E-10,0.175643803,,1.64E-10,0.164158359,,1.05E-08,0.105427453
14720000000,1.75E-10,0.17453308,,1.63E-10,0.163142142,,1.05E-08,0.104937093
14740000000,1.73E-10,0.17343858,,1.62E-10,0.16214419,,-1.94E-08,-0.19425029
14760000000,1.72E-10,0.172360608,,1.61E-10,0.161164768,,1.04E-08,0.103989762
14780000000,1.71E-10,0.171299471,,1.60E-10,0.160204137,,1.04E-08,0.103532998
14800000000,1.70E-10,0.170255475,,1.59E-10,0.159262561,,1.03E-08,0.103087633
14820000000,1.69E-10,0.169228921,,1.58E-10,0.158340299,,1.03E-08,0.102653761
14840000000,1.68E-10,0.168220107,,1.57E-10,0.157437612,,1.02E-08,0.102231474
14860000000,1.67E-10,0.167229323,,1.57E-10,0.156554756,,1.02E-08,0.101820854
14880000000,1.66E-10,0.166256853,,1.56E-10,0.155691983,,1.01E-08,0.10142198
14900000000,1.65E-10,0.165302971,,1.55E-10,0.154849546,,1.01E-08,0.101034924
14920000000,1.64E-10,0.164367942,,1.54E-10,0.15402769,,1.01E-08,0.10065975
14940000000,1.63E-10,0.163452021,,1.53E-10,0.153226663,,1.00E-08,0.100296515
14960000000,1.63E-10,0.162555453,,1.52E-10,0.152446704,,9.99E-09,0.099945271
14980000000,1.62E-10,0.161678472,,1.52E-10,0.151688054,,9.96E-09,0.099606059
15000000000,1.61E-10,0.160821299,,1.51E-10,0.151314085,,9.93E-09,0.099278913
15020000000,1.60E-10,0.159984146,,1.55E-10,0.154614829,,9.90E-09,0.098963862
15040000000,1.59E-10,0.159167215,,1.53E-10,0.153479181,,9.87E-09,0.098660924
15060000000,1.58E-10,0.158370693,,1.52E-10,0.152383425,,9.84E-09,0.098370108
15080000000,1.58E-10,0.157594761,,1.51E-10,0.151327404,,9.81E-09,0.098091418
15100000000,1.57E-10,0.156839585,,1.50E-10,0.150310914,,9.78E-09,0.097824848
15120000000,1.56E-10,0.156105324,,1.49E-10,0.149333712,,9.76E-09,0.097570385
15140000000,1.55E-10,0.155392126,,1.48E-10,0.14839552,,9.73E-09,0.097328004
15160000000,1.55E-10,0.15470013,,1.47E-10,0.147496035,,9.71E-09,0.097097678
15180000000,1.54E-10,0.154029466,,1.47E-10,0.146634928,,9.69E-09,0.096879366
15200000000,1.53E-10,0.153380254,,1.46E-10,0.145811856,,9.67E-09,0.096673021
15220000000,1.53E-10,0.152752608,,1.45E-10,0.145026461,,9.65E-09,0.09647859
15240000000,1.52E-10,0.152146632,,1.44E-10,0.144278375,,9.63E-09,0.096296007
15260000000,1.52E-10,0.151562427,,1.44E-10,0.143567227,,9.61E-09,0.096125202
15280000000,1.51E-10,0.151000083,,1.43E-10,0.142892642,,9.60E-09,0.095966094
15300000000,1.50E-10,0.150459687,,1.42E-10,0.142254249,,9.58E-09,0.095818596
15320000000,1.50E-10,0.149941319,,1.42E-10,0.141651678,,9.57E-09,0.09568261
15340000000,1.49E-10,0.149445055,,1.41E-10,0.141084569,,9.56E-09,0.095558032
15360000000,1.49E-10,0.148970964,,1.41E-10,0.140552568,,9.54E-09,0.095444748
15380000000,1.49E-10,0.148519115,,1.40E-10,0.140055334,,9.53E-09,0.095342637
15400000000,1.48E-10,0.14808957,,1.40E-10,0.139592539,,9.53E-09,0.095251568
15420000000,1.48E-10,0.147682389,,1.39E-10,0.13916387,,9.52E-09,0.095171402
15440000000,1.47E-10,0.147297631,,1.39E-10,0.13876903,,9.51E-09,0.095101992
15460000000,1.47E-10,0.146935349,,1.38E-10,0.138407742,,9.50E-09,0.095043181
15480000000,1.47E-10,0.146595598,,1.38E-10,0.138079745,,9.50E-09,0.094994805
15500000000,1.46E-10,0.14627843,,1.38E-10,0.137784803,,9.50E-09,0.09495669
15520000000,1.46E-10,0.145983894,,1.38E-10,0.137522696,,9.49E-09,0.094928652
15540000000,1.46E-10,0.145712042,,1.37E-10,0.137293233,,9.49E-09,0.094910501
15560000000,1.45E-10,0.145462922,,1.37E-10,0.137096241,,9.49E-09,0.094902034
15580000000,1.45E-10,0.145236585,,1.37E-10,0.136931575,,9.49E-09,0.094903041
15600000000,1.45E-10,0.145033079,,1.37E-10,0.136799112,,9.49E-09,0.094913304
15620000000,1.45E-10,0.144852454,,1.37E-10,0.136698758,,9.49E-09,0.094932592
15640000000,1.45E-10,0.144694761,,1.37E-10,0.136630442,,9.50E-09,0.094960667
15660000000,1.45E-10,0.144560052,,1.37E-10,0.136594123,,9.50E-09,0.094997281
15680000000,1.44E-10,0.144448376,,1.37E-10,0.136589783,,9.50E-09,0.095042177
15700000000,1.44E-10,0.144359789,,1.37E-10,0.136617436,,9.51E-09,0.095095086
15720000000,1.44E-10,0.144294344,,1.37E-10,0.13667712,,9.52E-09,0.095155732
15740000000,1.44E-10,0.144252097,,1.37E-10,0.136768905,,9.52E-09,0.095223828
15760000000,1.44E-10,0.144233104,,1.37E-10,0.136892887,,9.53E-09,0.095299078
15780000000,1.44E-10,0.144237423,,1.37E-10,0.13704919,,9.54E-09,0.095381175
15800000000,1.44E-10,0.144265115,,1.37E-10,0.13723797,,9.55E-09,0.095469804
15820000000,1.44E-10,0.144316239,,1.37E-10,0.137459408,,9.56E-09,0.095564639
15840000000,1.44E-10,0.144390857,,1.38E-10,0.137713717,,9.57E-09,0.095665346
15860000000,1.44E-10,0.144489033,,1.38E-10,0.138001138,,9.58E-09,0.09577158
15880000000,1.45E-10,0.14461083,,1.38E-10,0.138321939,,9.59E-09,0.09588299
15900000000,1.45E-10,0.144756314,,1.39E-10,0.138676418,,9.60E-09,0.095999213
15920000000,1.45E-10,0.144925549,,1.39E-10,0.139064903,,9.61E-09,0.09611988
15940000000,1.45E-10,0.145118603,,1.39E-10,0.139487748,,9.62E-09,0.096244611
15960000000,1.45E-10,0.145335541,,1.40E-10,0.139945334,,9.64E-09,0.096373021
15980000000,1.46E-10,0.145576429,,1.40E-10,0.140438071,,9.65E-09,0.096504716
16000000000,1.46E-10,0.145841334,,1.41E-10,0.140966394,,9.66E-09,0.096639295
16020000000,1.46E-10,0.14613032,,1.42E-10,0.141530766,,9.68E-09,0.096776352
16040000000,1.46E-10,0.146443452,,1.42E-10,0.142131672,,9.69E-09,0.096915475
16060000000,1.47E-10,0.146780792,,1.43E-10,0.142769623,,9.71E-09,0.097056244
16080000000,1.47E-10,0.1471424,,1.43E-10,0.143445151,,9.72E-09,0.097198238
16100000000,1.48E-10,0.147528336,,1.44E-10,0.144158811,,9.73E-09,0.097341031
16120000000,1.48E-10,0.147938654,,1.45E-10,0.144911177,,9.75E-09,0.097484195
16140000000,1.48E-10,0.148373407,,1.46E-10,0.14570284,,9.76E-09,0.097627298
16160000000,1.49E-10,0.148832642,,1.47E-10,0.146534409,,9.78E-09,0.09776991
16180000000,1.49E-10,0.149316403,,1.47E-10,0.147406505,,9.79E-09,0.097911598
16200000000,1.50E-10,0.149824728,,1.48E-10,0.14831976,,9.81E-09,0.098051933
16220000000,1.50E-10,0.150357651,,1.49E-10,0.149274816,,9.82E-09,0.098190486
16240000000,1.51E-10,0.150915196,,1.50E-10,0.150272318,,9.83E-09,0.098326833
16260000000,1.51E-10,0.151497384,,1.51E-10,0.151312914,,9.85E-09,0.098460554
16280000000,1.52E-10,0.152104226,,1.52E-10,0.152397247,,9.86E-09,0.098591236
16300000000,1.53E-10,0.152735724,,1.54E-10,0.153525955,,9.87E-09,0.098718473
16320000000,1.53E-10,0.153391873,,1.55E-10,0.154699664,,9.88E-09,0.098841867
16340000000,1.54E-10,0.154072656,,1.56E-10,0.15591898,,9.90E-09,0.098961033
16360000000,1.55E-10,0.154778048,,1.57E-10,0.15718449,,9.91E-09,0.099075594
16380000000,1.56E-10,0.15550801,,1.58E-10,0.158496748,,9.92E-09,0.09918519
16400000000,1.56E-10,0.156262493,,1.60E-10,0.159856271,,9.93E-09,0.099289475
16420000000,1.57E-10,0.157041437,,1.61E-10,0.161263532,,9.94E-09,0.099388118
16440000000,1.58E-10,0.157844766,,1.63E-10,0.162718952,,9.95E-09,0.099480809
16460000000,1.59E-10,0.158672393,,1.64E-10,0.164222886,,9.96E-09,0.099567255
16480000000,1.60E-10,0.159524218,,1.66E-10,0.165775621,,9.96E-09,0.099647188
16500000000,1.60E-10,0.160400124,,1.67E-10,0.167377359,,9.97E-09,0.09972036
16520000000,1.61E-10,0.161299982,,1.69E-10,0.169028207,,9.98E-09,0.09978655
16540000000,1.62E-10,0.162223651,,1.71E-10,0.170728168,,9.98E-09,0.099845562
16560000000,1.63E-10,0.163170971,,1.72E-10,0.172477123,,9.99E-09,0.09989723
16580000000,1.64E-10,0.164141773,,1.74E-10,0.174274823,,9.99E-09,0.099941417
16600000000,1.65E-10,0.165135872,,1.76E-10,0.176120869,,1.00E-08,0.099978018
16620000000,1.66E-10,0.166153074,,1.78E-10,0.178014703,,1.00E-08,0.10000696
16640000000,1.67E-10,0.167193169,,1.80E-10,0.179955586,,1.00E-08,0.100028206
16660000000,1.68E-10,0.168255943,,1.82E-10,0.181942588,,1.00E-08,0.100041757
16680000000,1.69E-10,0.169341169,,1.84E-10,0.183974567,,1.00E-08,0.100047648
16700000000,1.70E-10,0.170448618,,1.86E-10,0.186050156,,1.00E-08,0.100045958
16720000000,1.72E-10,0.171578056,,1.88E-10,0.188167743,,1.00E-08,0.100036804
16740000000,1.73E-10,0.17272925,,1.90E-10,0.190325459,,1.00E-08,0.100020348
16760000000,1.74E-10,0.17390197,,1.93E-10,0.192521156,,1.00E-08,0.099996796
16780000000,1.75E-10,0.175095995,,1.95E-10,0.194752397,,1.00E-08,0.099966399
16800000000,1.76E-10,0.176311118,,1.97E-10,0.197016441,,9.99E-09,0.099929458
16820000000,1.78E-10,0.17754715,,1.99E-10,0.199310227,,9.99E-09,0.099886321
16840000000,1.79E-10,0.178803929,,2.02E-10,0.201630368,,9.98E-09,0.099837391
16860000000,1.80E-10,0.180081328,,2.04E-10,0.20397314,,9.98E-09,0.099783121
16880000000,1.81E-10,0.18137926,,2.06E-10,0.206334477,,9.97E-09,0.099724021
16900000000,1.83E-10,0.182697694,,2.09E-10,0.208709969,,9.97E-09,0.099660659
16920000000,1.84E-10,0.184036662,,2.11E-10,0.211094864,,9.96E-09,0.099593663
16940000000,1.85E-10,0.185396271,,2.13E-10,0.213484075,,9.95E-09,0.099523723
16960000000,1.87E-10,0.186776722,,2.16E-10,0.215872192,,9.95E-09,0.099451596
16980000000,1.88E-10,0.188178323,,2.18E-10,0.218253497,,9.94E-09,0.099378106
17000000000,1.90E-10,0.189601506,,2.21E-10,0.220621993,,9.93E-09,0.099304153
17020000000,1.91E-10,0.19104685,,2.23E-10,0.222971429,,9.92E-09,0.099230711
17040000000,1.93E-10,0.192515101,,2.25E-10,0.225295338,,9.92E-09,0.099158837
17060000000,1.94E-10,0.194007201,,2.28E-10,0.227587088,,9.91E-09,0.099089675
17080000000,1.96E-10,0.195524312,,2.30E-10,0.229839928,,9.90E-09,0.09902446
17100000000,1.97E-10,0.197067847,,2.32E-10,0.232047051,,9.90E-09,0.098964531
17120000000,1.99E-10,0.198639511,,2.34E-10,0.234201665,,9.89E-09,0.098911331
17140000000,2.00E-10,0.200241333,,2.36E-10,0.236297066,,9.89E-09,0.098866423
17160000000,2.02E-10,0.201875714,,2.38E-10,0.238326722,,9.88E-09,0.098831495
17180000000,2.04E-10,0.203545477,,2.40E-10,0.240284363,,9.88E-09,0.098808376
17200000000,2.05E-10,0.205253917,,2.42E-10,0.242164077,,9.88E-09,0.098799049
17220000000,2.07E-10,0.207004866,,2.44E-10,0.243960409,,9.88E-09,0.098805664
17240000000,2.09E-10,0.208802762,,2.46E-10,0.245668467,,9.88E-09,0.098830559
17260000000,2.11E-10,0.210652729,,2.47E-10,0.247284032,,9.89E-09,0.098876282
17280000000,2.13E-10,0.212560659,,2.49E-10,0.24880366,,9.89E-09,0.098945611
17300000000,2.15E-10,0.21453332,,2.50E-10,0.250224798,,9.90E-09,0.099041586
17320000000,2.17E-10,0.216578462,,2.52E-10,0.25154589,,9.92E-09,0.099167541
17340000000,2.19E-10,0.218704952,,2.53E-10,0.252766487,,9.93E-09,0.09932714
17360000000,2.21E-10,0.220922916,,2.54E-10,0.253887347,,9.95E-09,0.099524421
17380000000,2.23E-10,0.223243912,,2.55E-10,0.254910546,,9.98E-09,0.099763849
17400000000,2.26E-10,0.225681121,,2.56E-10,0.255839572,,1.00E-08,0.100050373
17420000000,2.28E-10,0.22824957,,2.57E-10,0.256679425,,1.00E-08,0.100389495
17440000000,2.31E-10,0.230966387,,2.57E-10,0.257436716,,1.01E-08,0.100787357
17460000000,2.34E-10,0.233851099,,2.58E-10,0.258119767,,1.01E-08,0.101250827
17480000000,2.37E-10,0.236925975,,2.59E-10,0.25873871,,1.02E-08,0.10178762
17500000000,2.40E-10,0.24021642,,2.59E-10,0.2593056,,1.02E-08,0.102406425
17520000000,2.44E-10,0.243751437,,2.60E-10,0.259834537,,1.03E-08,0.103117065
17540000000,2.48E-10,0.247564164,,2.60E-10,0.260341803,,1.04E-08,0.103930681
17560000000,2.52E-10,0.251692486,,2.61E-10,0.260846029,,1.05E-08,0.104859954
17580000000,2.56E-10,0.256179754,,2.61E-10,0.261368388,,1.06E-08,0.105919368
17600000000,2.61E-10,0.261075606,,2.62E-10,0.261932839,,1.07E-08,0.107125526
17620000000,2.66E-10,0.266436909,,2.63E-10,0.262566423,,1.08E-08,0.108497526
17640000000,2.72E-10,0.272328824,,2.63E-10,0.263299627,,1.10E-08,0.110057417
17660000000,2.79E-10,0.278825998,,2.64E-10,0.264166846,,1.12E-08,0.11183074
17680000000,2.86E-10,0.286013866,,2.65E-10,0.265206949,,1.14E-08,0.113847185
17700000000,2.94E-10,0.293990012,,2.66E-10,0.266463987,,1.16E-08,0.116141382
17720000000,3.03E-10,0.302865534,,2.68E-10,0.267988081,,1.19E-08,0.118753849
17740000000,3.13E-10,0.31276623,,2.70E-10,0.269836515,,1.22E-08,0.121732133
17760000000,3.24E-10,0.323833365,,2.72E-10,0.272075109,,1.25E-08,0.125132167
17780000000,3.36E-10,0.336223567,,2.75E-10,0.274779924,,1.29E-08,0.129019883
17800000000,3.50E-10,0.350107154,,2.78E-10,0.278039377,,1.33E-08,0.133473083
17820000000,3.66E-10,0.365663754,,2.82E-10,0.281956889,,1.39E-08,0.138583579
17840000000,3.83E-10,0.383073515,,2.87E-10,0.286654162,,1.44E-08,0.144459513
17860000000,4.03E-10,0.402501327,,2.92E-10,0.292275263,,1.51E-08,0.1512277
17880000000,4.24E-10,0.424070448,,2.99E-10,0.298991677,,1.59E-08,0.159035592
17900000000,4.48E-10,0.447820728,,3.07E-10,0.307008527,,1.68E-08,0.168052077
17920000000,4.74E-10,0.473645855,,3.17E-10,0.316572178,,1.78E-08,0.178465613
17940000000,5.01E-10,0.50120464,,3.28E-10,0.327979354,,1.90E-08,0.19047691
17960000000,5.30E-10,0.529805539,,3.42E-10,0.341587798,,2.04E-08,0.20428109
17980000000,5.58E-10,0.558274373,,3.58E-10,0.357828134,,2.20E-08,0.220030342
18000000000,5.85E-10,0.584835793,,3.77E-10,0.377215847,,2.38E-08,0.237761492
18020000000,6.07E-10,0.607068289,,4.00E-10,0.400360836,,2.57E-08,0.257262285
18040000000,6.22E-10,0.622017952,,4.28E-10,0.427969166,,2.78E-08,0.277834388
18060000000,6.27E-10,0.62654722,,4.61E-10,0.460826452,,2.98E-08,0.297890256
18080000000,6.18E-10,0.617915049,,5.00E-10,0.499743262,,3.14E-08,0.31429934
18100000000,5.94E-10,0.594435608,,5.45E-10,0.54542818,,3.21E-08,0.321386425
18120000000,5.56E-10,0.555930317,,5.98E-10,0.598232999,,3.09E-08,0.309488851
18140000000,5.04E-10,0.503709478,,6.58E-10,0.657691554,,2.63E-08,0.26297909
18160000000,4.40E-10,0.44003461,,7.22E-10,0.72176854,,1.58E-08,0.157658315
18180000000,3.67E-10,0.367270144,,7.86E-10,0.785795548,,-4.17E-09,-0.041679359
18200000000,2.87E-10,0.287025365,,8.41E-10,0.841270609,,-3.74E-08,-0.374496118
18220000000,1.99E-10,0.19946442,,8.75E-10,0.875046311,,-8.24E-08,-0.823776021
18240000000,1.03E-10,0.102746041,,8.70E-10,0.869669662,,-1.16E-07,-1.155191462
18260000000,-7.63E-12,-0.007626564,,8.05E-10,0.805130667,,-1.05E-07,-1.053471861
18280000000,-1.40E-10,-0.139883103,,6.61E-10,0.660664996,,-6.85E-08,-0.685236684
18300000000,-3.08E-10,-0.307878286,,4.14E-10,0.413811289,,-3.62E-08,-0.362279816
18320000000,-5.34E-10,-0.533829201,,3.61E-11,0.036087011,,-1.57E-08,-0.156735526
18340000000,-8.49E-10,-0.849004794,,-5.03E-10,-0.503151847,,-3.74E-09,-0.037440281
18360000000,-1.27E-09,-1.274663934,,-1.18E-09,-1.181759499,,3.02E-09,0.030232465
18380000000,-1.73E-09,-1.725135903,,-1.79E-09,-1.79046174,,6.83E-09,0.068312322
18400000000,-1.86E-09,-1.86123416,,-1.97E-09,-1.97164971,,8.94E-09,0.08941123
18420000000,-1.46E-09,-1.457248372,,-1.64E-09,-1.643412664,,1.01E-08,0.100649934
18440000000,-8.84E-10,-0.88358449,,-1.12E-09,-1.117480487,,1.06E-08,0.106097091
18460000000,-4.60E-10,-0.460004277,,-6.75E-10,-0.674893051,,1.08E-08,0.108120598
18480000000,-2.04E-10,-0.203649535,,-3.77E-10,-0.376672545,,1.08E-08,0.108123877
18500000000,-5.44E-11,-0.054401335,,-1.89E-10,-0.18865426,,1.07E-08,0.106951773
18520000000,3.36E-11,0.033551932,,-7.09E-11,-0.070910572,,1.05E-08,0.105118918
18540000000,8.66E-11,0.086597874,,3.74E-12,0.003738406,,1.03E-08,0.102941083
18560000000,1.19E-10,0.119249016,,5.18E-11,0.05181512,,1.01E-08,0.100612359
18580000000,1.40E-10,0.139597299,,8.32E-11,0.083189513,,9.83E-09,0.098251402
18600000000,1.52E-10,0.152294676,,1.04E-10,0.103831207,,9.59E-09,0.095929633
18620000000,1.60E-10,0.16010674,,1.17E-10,0.117429834,,9.37E-09,0.093688691
18640000000,1.65E-10,0.164730793,,1.26E-10,0.126320014,,9.16E-09,0.091551386
18660000000,1.67E-10,0.167238717,,1.32E-10,0.132012664,,8.95E-09,0.089528641
18680000000,1.68E-10,0.168324598,,1.36E-10,0.135506009,,8.76E-09,0.087623935
18700000000,1.68E-10,0.168447726,,1.37E-10,0.137471845,,8.58E-09,0.085836164
18720000000,1.68E-10,0.167917693,,1.38E-10,0.13836973,,8.42E-09,0.084161481
18740000000,1.67E-10,0.166946483,,1.39E-10,0.13851856,,8.26E-09,0.082594494
18760000000,1.66E-10,0.165681136,,1.38E-10,0.138142383,,8.11E-09,0.081129033
18780000000,1.64E-10,0.164224728,,1.37E-10,0.137400294,,7.98E-09,0.079758635
18800000000,1.63E-10,0.162650104,,1.36E-10,0.13640628,,7.85E-09,0.078476857
18820000000,1.61E-10,0.161009039,,1.35E-10,0.135242607,,7.73E-09,0.077277462
18840000000,1.59E-10,0.159338445,,1.34E-10,0.133968984,,7.62E-09,0.076154523
18860000000,1.58E-10,0.157664653,,1.33E-10,0.132628924,,7.51E-09,0.075102483
18880000000,1.56E-10,0.156006379,,1.31E-10,0.131254202,,7.41E-09,0.074116181
18900000000,1.54E-10,0.154376835,,1.30E-10,0.129868025,,7.32E-09,0.07319085
18920000000,1.53E-10,0.152785219,,1.28E-10,0.128487303,,7.23E-09,0.072322106
18940000000,1.51E-10,0.151237791,,1.27E-10,0.127124291,,7.15E-09,0.071505934
18960000000,1.50E-10,0.14973866,,1.26E-10,0.125787787,,7.07E-09,0.070738662
18980000000,1.48E-10,0.148290344,,1.24E-10,0.124484014,,7.00E-09,0.070016936
19000000000,1.47E-10,0.146894199,,1.23E-10,0.123217271,,6.93E-09,0.069337696
19020000000,1.46E-10,0.145550717,,1.22E-10,0.12199042,,6.87E-09,0.068698152
19040000000,1.44E-10,0.144259763,,1.21E-10,0.120805245,,6.81E-09,0.068095761
